"drink_id","language","priority","drink_name","alcoholic","cocktail_or_not","category","base","place","company","cocktailType","glass","taste","color","alcohol_percentage","method_category","method_detail","image","ingredient1","ingredient2","ingredient3","ingredient4","ingredient5","ingredient6","ingredient7","ingredient8","ingredient9","ingredient10","measure1","measure2","measure3","measure4","measure5","measure6","measure7","measure8","measure9","measure10","source","reference_url","date_modified"
"163","zh","TRUE","勇敢的公牛","Alcohol","TRUE","Cocktail","tequila","","","long","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into the rock glass with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_brave_bull.gif","Tequila Thousand Silver","Kalua coffee liqueur","","","","","","","","","40 ml","20 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/brave_bull/index.html","2018/10/11 15:06"
"173","zh","TRUE","Matador","Alcohol","TRUE","Cocktail","tequila","","","long","Rock glass","Medium sweet mouth","yellow","usually","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_matador.gif","Tequila Sauza Blue","Pineapple juice","Fresh lime juice","","","","","","","","30 ml","45 ml","15 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/matador/index.html","2018/10/11 15:06"
"183","zh","TRUE","米多利射门","Alcohol","TRUE","Cocktail","tequila","","","short","Shot glass","Medium sweet mouth","Green","usually","Build","Put the ingredients in a glass and mix lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_midori_shot.gif","Tequila Sauza Gold","Midori","soda","","","","","","","","25 ml","10 ml","15 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/midori_shot/index.html","2018/10/11 15:06"
"193","zh","TRUE","Mockingbird","Alcohol","TRUE","Cocktail","tequila","","","short","Cocktail glass","Medium sweet mouth","Green","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_mockingbird.gif","Tequila Sauza Blue","Mint liqueur (green)","Fresh lime juice","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mockingbird/index.html","2018/10/11 15:06"
"203","zh","TRUE","长岛冰茶","Alcohol","TRUE","Cocktail","tequila","","","long","Collins grass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif","gin","vodka","Bulgar Extra Dry","Tequila Thousand Silver","White Curacao (Triple Sek)","Fresh lemon juice","Cola","","","","15 ml","15 ml","15 ml","15 ml","15 ml","30 ml","40 ml","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html","2018/10/11 15:06"
"213","zh","TRUE","仙人掌花","Alcohol","TRUE","Cocktail","tequila","","","long","wine glass","Medium sweet mouth","Orange","usually","shake","Shake outside Orangina and pour into ice glass. Fill it with Orangina and lightly steer. Pineapple leaves, grapefruit peel, paprika, black olives are decorated and straws are added.","https://www.suntory.co.jp/wnb/img/cocktail/p_cactus_flower.gif","Tequila Sauza Blue","Ruge Cream de Strawberry","Malibu (coconut liqueur)","Fresh lime juice","Orangina","","","","","","30 ml","10 ml","10 ml","10 ml","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cactus_flower/index.html","2018/10/11 15:06"
"223","zh","TRUE","Sauza Farm酸橙","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Sweet mouth","Orange","Weak (less than 8 degrees)","Build","Put three 1/8 cut oranges. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_org.gif","Tequila Sauza Blue","gum syrup","soda","Orange","","","","","","","30 ml","10 ml","150 ml","3/8 pieces","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_org/index.html","2018/10/11 15:06"
"233","zh","TRUE","Sauza农场酸黄瓜和柠檬","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Sweet mouth","Green","Weak (less than 8 degrees)","Build","Cut the cucumber into slices (10 pieces) and squeeze lemon. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_q_lemmon.gif","Tequila Sauza Blue","gum syrup","soda","Cucumber","Lemon","","","","","","30 ml","10 ml","150 ml","15 g","1/4 pieces","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_q_lemmon/index.html","2018/10/11 15:06"
"243","zh","TRUE","Sauza Farm酸葡萄柚","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Sweet mouth","yellow","Weak (less than 8 degrees)","Build","Squeeze 3 pieces of 1/8 cut grapefruit. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_grap.gif","Tequila Sauza Blue","gum syrup","soda","grapefruit","","","","","","","30 ml","10 ml","120 ml","3/8 pieces","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_grap/index.html","2018/10/11 15:06"
"253","zh","TRUE","Sauza农场酸番茄","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Sweet mouth","Red","Weak (less than 8 degrees)","Build","Petit tomatoes are cut in half and squeezed. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_tomato.gif","Tequila Sauza Blue","gum syrup","soda","Petit tomatoes","","","","","","","30 ml","10 ml","150 ml","Three","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_tomato/index.html","2018/10/11 15:06"
"263","zh","TRUE","Sauza Farm Sour Pakuti Lime","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Sweet mouth","Green","Weak (less than 8 degrees)","Build","Squeeze two 1/8-cut lime and put in a parchi. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_pakuti.gif","Tequila Sauza Blue","gum syrup","soda","Coriander","lime","","","","","","30 ml","10 ml","150 ml","3 g","1/4 pieces","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_pakuti/index.html","2018/10/11 15:06"
"273","zh","TRUE","千农酸橙","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Sweet mouth","Green","Weak (less than 8 degrees)","Build","3 squeeze 1/8 cut lime. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_lime.gif","Tequila Sauza Blue","gum syrup","soda","lime","","","","","","","30 ml","10 ml","150 ml","3/8 pieces","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_lime/index.html","2018/10/11 15:06"
"283","zh","TRUE","Sauza Farm酸柠檬","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Sweet mouth","yellow","Weak (less than 8 degrees)","Build","Put three 1/8 cut lemons. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_lemmon.gif","Tequila Sauza Blue","gum syrup","soda","Lemon","","","","","","","30 ml","10 ml","150 ml","3/8 pieces","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_lemmon/index.html","2018/10/11 15:06"
"293","zh","TRUE","Sauza Blue Gimlet苏打水","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","White","usually","Build","Shake materials other than soda water and pour into umbrella tumbler. Filled with cold soda water.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_blue_gimlet_soda.gif","Tequila Sauza Blue","White Curacao (Triple Sek)","gum syrup","soda","","","","","","","3/4 amount","1/4 amount","1.5 tsp","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_blue_gimlet_soda/index.html","2018/10/11 15:06"
"303","zh","TRUE","Sauza Blue玛格丽塔苏打水","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","White","usually","Build","Shake materials other than soda water. Snow style with salt and pour into a tumbler with ice. Filled with cold soda water.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_blue_margarita_soda.gif","Tequila Sauza Blue","White Curacao (Triple Sek)","Fresh lime juice","soda","","","","","","","2/4 amount","1/4 amount","1/4 amount","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_blue_margarita_soda/index.html","2018/10/11 15:06"
"313","zh","TRUE","Sauza Blue Tonic","Alcohol","TRUE","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","Transparent","usually","Build","Pour Sauza Blue into a tumbler with ice and fill with cold tonic water. Put the cut lime in as you like, and add lime slices etc.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_blue_tonic.gif","Tequila Sauza Blue","Tonic Water","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_blue_tonic/index.html","2018/10/11 15:06"
"14","zh","TRUE","Daikiri","Alcohol","TRUE","Cocktail","Lamb","","","long","Cocktail glass","Medium sweet mouth","White","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_daiquiri.gif","Bulgar Extra Dry","Fresh lime juice","sugar","","","","","","","","3/4","1/4","1 tsp","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/daiquiri/index.html","2018/10/11 15:06"
"24","zh","TRUE","Nevada","Alcohol","TRUE","Cocktail","Lamb","","","short","Cocktail glass","Medium sweet mouth","White","usually","shake","Shake all ingredients and pour into cocktail glass","https://www.suntory.co.jp/wnb/img/cocktail/p_nevada.gif","Bulgar Extra Dry","Fresh lime juice","Grapefruit juice","sugar","Angostura Bitters","","","","","","3/5","1/5","1/5","1 tsp.","1 dash","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/nevada/index.html","2018/10/11 15:06"
"34","zh","TRUE","Mojito","Alcohol","TRUE","Cocktail","Lamb","","","long","tumbler","spicy","Transparent","usually","Build","Put the lime and mint sugar in the glass. Crush with pestle. Pour ice and pour rum. Up with soda, decorate mint.","https://www.suntory.co.jp/wnb/img/cocktail/p_mojito.gif","Bulgar Extra Dry","lime","mint","sugar","soda","","","","","","30 ml","Reasonable amount","Reasonable amount","Reasonable amount","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mojito/index.html","2018/10/11 15:06"
"44","zh","TRUE","Andalusia","Alcohol","TRUE","Cocktail","Lamb","","","long","Cocktail glass","spicy","Brown (amber)","Strong (more than 25 degrees)","Steer","Steer and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_andalusia.gif","Sherry La Ena","Courvoisier VSOP Rouge","White rum","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/andalusia/index.html","2018/10/11 15:06"
"54","zh","TRUE","Isuradepinosu","Alcohol","TRUE","Cocktail","Lamb","","","long","wine glass","Medium sweet mouth","Orange","usually","shake","Shake and pour into the wine glass with ice.","https://www.suntory.co.jp/wnb/img/cocktail/p_islade_pinos.gif","Bulgar Extra Dry","Grapefruit juice","sugar","Grenadin syrup","","","","","","","45 ml","45 ml","1 tsp","1 tsp","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/islade_pinos/index.html","2018/10/11 15:06"
"64","zh","TRUE","X外丝","Alcohol","TRUE","Cocktail","Lamb","","","short","Cocktail glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_xyz.gif","Bulgar Extra Dry","White Curacao (Triple Sek)","Fresh lemon juice","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/xyz/index.html","2018/10/11 15:06"
"74","zh","TRUE","El Presidentin","Alcohol","TRUE","Cocktail","Lamb","","","short","Cocktail glass","Medium sweet mouth","yellow","usually","shake","Put ice and ingredients in a shaker and shake. Pour into a glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_el_presidente.gif","Bulgar Extra Dry","Orange juice","Fresh lemon juice","Grenadin syrup","","","","","","","60 ml","20 ml","1 tsp","1 tsp","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/el_presidente/index.html","2018/10/11 15:06"
"84","zh","TRUE","自由古巴","Alcohol","TRUE","Cocktail","Lamb","","","long","tumbler","Medium sweet mouth","Brown (amber)","usually","Build","Squeeze the lime on the tumbler and drop it into the glass. Add ice, pour rum and fill with cola. Add a muddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_cuba_libre.gif","Bulgar Extra Dry","lime","Cola","","","","","","","","30 ml","1/2 piece","Reasonable amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cuba_libre/index.html","2018/10/11 15:06"
"94","zh","TRUE","绿眼睛","Alcohol","TRUE","Cocktail","Lamb","","","long","tumbler","Sweet mouth","Green","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_greeneyes.gif","Midori","Bulgar Extra Dry","Malibu (coconut liqueur)","Fresh lime juice","Pineapple juice","","","","","","20 ml","30 ml","15 ml","15 ml","15 ml","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/greeneyes/index.html","2018/10/11 15:06"
"104","zh","TRUE","Corcovado","Alcohol","TRUE","Cocktail","Lamb","","","long","tumbler","","Blue","Strong (more than 25 degrees)","shake","Shake materials other than soda and pour into crumbled umbrella tumbler. Pour the soda and lightly steer. Decorate lime and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_corcovado.gif","Drambui","Tequila Sauza Blue","The Blue (Blue Curaçõ)","soda","","","","","","","30 ml","30 ml","30 ml","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/corcovado/index.html","2018/10/11 15:06"
"114","zh","TRUE","高空跳伞","Alcohol","TRUE","Cocktail","Lamb","","","short","Cocktail glass","Medium sweet mouth","Blue","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_sky_diving.gif","Bulgar Extra Dry","The Blue (Blue Curaçõ)","Suntory Cocktail Lime","","","","","","","","1/2","1/3","1/6","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sky_diving/index.html","2018/10/11 15:06"
"124","zh","TRUE","Scorpion","Alcohol","TRUE","Cocktail","Lamb","","","long","tumbler","Medium sweet mouth","Orange","usually","shake","Shake and pour into a large glass filled with crushed ice and lightly steer. Decorate oranges, lemons etc, and add a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_scorpion.gif","Bulgar Extra Dry","Courvoisier VSOP Rouge","Orange juice","Fresh lemon juice","Suntory Cocktail Lime","","","","","","45 ml","30 ml","20 ml","20 ml","15 ml","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/scorpion/index.html","2018/10/11 15:06"
"134","zh","TRUE","Choco Colada","Alcohol","TRUE","Cocktail","Lamb","","","long","goblet","Sweet mouth","White","usually","blend","Pour the ingredients in a mixer and pour into the glass with ice. Coat the coconut flakes at the edge of the glass, decorate pineapple, red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_colada.gif","Bulgar Extra Dry","Mozart White","Coconut syrup","Pineapple juice","","","","","","","30 ml","30 ml","20 ml","100 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_colada/index.html","2018/10/11 15:06"
"144","zh","TRUE","巧克力代基里酒","Alcohol","TRUE","Cocktail","Lamb","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","blend","Pour into a glass on a mixer.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_daiquiri.gif","Bulgar Extra Dry","Mozart Black","Maraschino","Fresh lime juice","gum syrup","Krasdu Ice","","","","","30 ml","15 ml","1 dash","15 ml","10 ml","Reasonable amount","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_daiquiri/index.html","2018/10/11 15:06"
"154","zh","TRUE","巧克力种植者打孔","Alcohol","TRUE","Cocktail","Lamb","","","long","goblet","Sweet mouth","Red","usually","blend","Put the ingredients in a mixer and pour into the glass with ice orange to decorate the red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_planters_punch.gif","Bulgar Aneho","Mozart Black","Orange juice","Pineapple juice","Fresh lemon juice","Grenadin syrup","","","","","30 ml","40 ml","80 ml","40 ml","20 ml","15 ml","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_planters_punch/index.html","2018/10/11 15:06"
"164","zh","TRUE","巧克力莫吉托","Alcohol","TRUE","Cocktail","Lamb","","","long","Collins grass","Medium sweet mouth","Brown (amber)","usually","Build","Mix mint leaves, one branch and sugar lime juice while lightly crushing. Once the sugar has melted, mix the remaining ingredients and ice. Decorate the mint.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_mojito.gif","Bulgar Extra Dry","Mozart Black","mint","sugar","Fresh lime juice","soda","","","","","40 ml","15 ml","2 branches","1 tsp","20 ml","80 ml","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_mojito/index.html","2018/10/11 15:06"
"174","zh","TRUE","汤姆和杰瑞","Alcohol","TRUE","Cocktail","Lamb","","","hot","Hot Glass","Sweet mouth","Brown (amber)","usually","Build","Egg whishes yolk and white separately. Add sugar to yolk and whisk and whisk with white. Add rum and curvoisier and stir, pour into hot glass. Fill with hot water and lightly steer.","https://www.suntory.co.jp/wnb/img/cocktail/p_tom_jerry.gif","Bulgar Extra Dry","Courvoisier VSOP Rouge","sugar","egg","Hot water","","","","","","30 ml","15 ml","2tsp","1 piece","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tom_jerry/index.html","2018/10/11 15:06"
"184","zh","TRUE","Panama","Alcohol","TRUE","Cocktail","Lamb","","","short","Cocktail glass","Sweet mouth","Brown (amber)","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_panama.gif","Bulgar Extra Dry","Cacao Liqueur","Fresh cream","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/panama/index.html","2018/10/11 15:06"
"194","zh","TRUE","表格之间","Alcohol","TRUE","Cocktail","Lamb","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_between_the_sheets.gif","Courvoisier VSOP Rouge","Bulgar Extra Dry","White Curacao (Triple Sek)","Fresh lemon juice","","","","","","","1/3","1/3","1/3","1 tsp","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/between_the_sheets/index.html","2018/10/11 15:06"
"204","zh","TRUE","冷冻香蕉代基里","Alcohol","TRUE","Cocktail","Lamb","","","long","Saucer type champagne glass","Medium sweet mouth","White","usually","blend","Place in a mixer and transfer to a large champagne glass. Decorate the banana and add a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_frozen_banana_daiquiri.gif","Bulgar Extra Dry","White Curacao (Triple Sek)","Fresh lemon juice","sugar","banana","Krasdu Ice","","","","","30 ml","10 ml","1 tsp","1 tsp","1/3 book","1 cup","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/frozen_banana_daiquiri/index.html","2018/10/11 15:06"
"214","zh","TRUE","蓝色夏威夷","Alcohol","TRUE","Cocktail","Lamb","","","long","goblet","Medium sweet mouth","Blue","usually","shake","Shake and pour into a glass filled with crushed ice cream. Pineapple etc. Decorate and add 2 straws.","https://www.suntory.co.jp/wnb/img/cocktail/p_blue_hawaii.gif","Bulgar Extra Dry","The Blue (Blue Curaçõ)","Pineapple juice","Fresh lemon juice","","","","","","","30 ml","15 ml","30 ml","15 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blue_hawaii/index.html","2018/10/11 15:06"
"224","zh","TRUE","热黄油鼓","Alcohol","TRUE","Cocktail","Lamb","","","hot","Hot Glass","Medium sweet mouth","Brown (amber)","usually","Build","Put the cube sugar in a hot glass that has been warmed beforehand and melt it with a small amount of hot water. Pour the rum, fill with hot water and gently stir. Float butter, add a long spoon.","https://www.suntory.co.jp/wnb/img/cocktail/p_hot_buttered_rum.gif","Bulgar Aneho","Cube sugar","butter","Hot water","","","","","","","45 ml","1 piece","1 piece","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/hot_buttered_rum/index.html","2018/10/11 15:06"
"234","zh","TRUE","Miami","Alcohol","TRUE","Cocktail","Lamb","","","short","Cocktail glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass","https://www.suntory.co.jp/wnb/img/cocktail/p_miami.gif","Bulgar Extra Dry","White Curacao (Triple Sek)","Fresh lemon juice","","","","","","","","2/3","1/3","1 tsp","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/miami/index.html","2018/10/11 15:06"
"244","zh","TRUE","Mytai","Alcohol","TRUE","Cocktail","Lamb","","","long","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","shake","Shake materials other than demellera and pour into crushed ice-packed large glasses. Float the demeraler. Decorate fruits such as pineapple and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_mai_tai.gif","Bulgar Extra Dry","White Curacao (Triple Sek)","Pineapple juice","Orange juice","Fresh lemon juice","151 Demelaram","","","","","45 ml","1 tsp","1 tsp","1 tsp","1 / 2tsp","2tsp","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mai_tai/index.html","2018/10/11 15:06"
"254","zh","TRUE","长岛冰茶","Alcohol","TRUE","Cocktail","Lamb","","","long","Collins grass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif","gin","vodka","Bulgar Extra Dry","Tequila Thousand Silver","White Curacao (Triple Sek)","Fresh lemon juice","Cola","","","","15 ml","15 ml","15 ml","15 ml","15 ml","30 ml","40 ml","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html","2018/10/11 15:06"
"264","zh","TRUE","加勒比梦想","Alcohol","TRUE","Cocktail","Lamb","","","long","Rock glass","Medium sweet mouth","Orange","Weak (less than 8 degrees)","shake","Shake outside the Orangina and pour into crushed ice cream. Fill it with Orangina and lightly steer. Decorate orange peel, pineapple leaf, cinnamon stick and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_caribbean_dream.gif","Bulgar swing","Apelol","Disarrono Amaretto","Guava Liqueur","Orangina","","","","","","20 ml","20 ml","10 ml","10 ml","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/caribbean_dream/index.html","2018/10/11 15:06"
"274","zh","TRUE","黑色龙卷风 - 黑色龙卷风 - ","Alcohol","TRUE","Cocktail","Lamb","","","long","tumbler","Medium spicy","black","usually","shake","Shake and put the lime's skin in a Horses Neck style and pour it into Collins Glass with crushed ice cream.","https://www.suntory.co.jp/wnb/img/cocktail/no_images.gif","White rum","Black Sambuca","Suntory Cocktail Lime","Jaeger Meister","","","","","","","30 ml","30 ml","20 ml","1 tsp","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/black_tornade/index.html","2018/10/11 15:06"
"284","zh","TRUE","穆尼奥莱","Alcohol","TRUE","Cocktail","Lamb","","","long","Pilsner","Sweet mouth","Brown (amber)","usually","shake","Shake the ingredients other than milk, pour into Pilsner glass filled with ice and fill with milk. Decorate biscuits and add straws and muddle.","https://www.suntory.co.jp/wnb/img/cocktail/p_moony_au_lait.gif","Viscota","Dark Ram","Kalua coffee liqueur","Drambui","milk","","","","","","30 ml","15 ml","15 ml","1 tsp","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/moony_au_lait/index.html","2018/10/11 15:06"
"15","zh","TRUE","Emerald Sprit Tour","Alcohol","TRUE","Cocktail","liqueur","","","long","Flute type champagne glass","Medium sweet mouth","Green","usually","Build","Pour the chilled material into flute champagne glass and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_emerald_spritzer.gif","Muscat liqueur de France Mistya","White wine","soda","Midori","","","","","","","45 ml","45 ml","45 ml","5 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/emerald_spritzer/index.html","2018/10/11 15:06"
"25","zh","TRUE","Kalua牛奶","Alcohol","TRUE","Cocktail","liqueur","","","long","Rock glass","Sweet mouth","Brown (amber)","Weak (less than 8 degrees)","Build","Pour into the rock glass with ice and lightly steer.","https://www.suntory.co.jp/wnb/img/cocktail/p_Kahlua_milk.gif","Kalua coffee liqueur","milk","","","","","","","","","1/4","3/4","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/Kahlua_milk/index.html","2018/10/11 15:06"
