object_id,drink_id,language,priority,drink_name,alcoholic,cocktail_or_not,category,base,place,company,cocktailType,glass,taste,color,alcohol_percentage,method_category,method_detail,description,image,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,source,reference_url,date_modified
192,192,ja,TRUE,ブラックルシアン,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,ロックグラス,甘口,ブラウン(琥珀色）,強い（25度以上）,ビルド,氷を入れたロック・グラスに注ぎ、軽くかき混ぜる。,コーヒーリキュールの香りと甘い風味が特徴。アルコール度数の高さにも関わらず、甘口で飲み口のよいカクテル。食後のデザートがわりにいかが？名前の「ブラックルシアン」とはカクテルの色と、ロシアが本場のウォッカを使うからか。,https://www.suntory.co.jp/wnb/img/cocktail/p_black_russian.gif,ウォッカ,カルーア　コーヒーリキュール,,,,,,,,,40ml,20ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/black_russian/index.html,2018/10/11 15:06
202,202,ja,TRUE,ブラッディブル,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,タンブラー,中甘辛口,赤,普通,ビルド,グラスに氷を入れ、材料を注ぎかき混ぜる。,"名前から想像がつくとおり、「ブラッディ・メアリー」と「ブル・ショット」をベースにつくられたカクテル。
味はやや薄めのトマト入りコールドコンソメ、といえば分かりやすいかもしれない。レシピの中のレモンジュースが全体をひきしめ、かすかにウォッカの味もおさえられたユニークなカクテルである。",https://www.suntory.co.jp/wnb/img/cocktail/p_bloody_bull.gif,ウォッカ,トマトジュース,ビーフブイヨン,フレッシュレモンジュース,,,,,,,30ml,60ml,60ml,15ml,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bloody_bull/index.html,2018/10/11 15:06
212,212,ja,TRUE,ブラッディメアリー,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,タンブラー,中甘辛口,赤,普通,ビルド,氷を入れたタンブラーに注ぎ､軽くかき混ぜる。レモンを飾る。,このカクテルを飲むときはレモンを絞ったり香辛料をふりかけ、好みの味にして楽しんでもよい。,https://www.suntory.co.jp/wnb/img/cocktail/p_bloody_mary.gif,ウォッカ,トマトジュース,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bloody_mary/index.html,2018/10/11 15:06
222,222,ja,TRUE,ブルーラグーン,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,フルート型シャンパングラス,中甘辛口,青,普通,シェーク,シェークして、氷を入れたフルート型シャンパン・グラスに注ぐ。オレンジ、レモン、レッド・チェリーを飾り、ストローを添える。,1960年、パリのハリーズ・バーのアンディ・マッケルホルン氏の作品。ブルーラグーンとは“青い湖”のこと。ブルーキュラソーの鮮やかな色合い、さっぱりとした味わいに心地よく酔いしれる。,https://www.suntory.co.jp/wnb/img/cocktail/p_blue_lagoon.gif,ウォッカ,ザ・ブルー（ブルーキュラソー）,フレッシュレモンジュース,,,,,,,,30ml,10ml,20ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blue_lagoon/index.html,2018/10/11 15:06
232,232,ja,TRUE,ブルショット,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,ロックグラス,辛口,ブラウン(琥珀色）,普通,シェーク,シェークして、氷を入れたロック・グラスに注ぐ。,酒とスープをひとつにした異色中の異色のカクテル。味のハーモニーがとれればどんな材料でもカクテルに使えるということを、世間に再認識させたカクテルである。いかにして美味なこのカクテルを作るかは、すべてブイヨンの味しだい。1953年、アメリカ・デトロイトのレストラン、コーカス・クラブの経営者グルーバー兄弟の作といわれる。ビーフ・ブイヨンを使うというところから、レストランでのアペリティフとして考案されたと思われる。東京、新宿のホテル・バーでは、スープ・カップに入れて出すところもある。これは、北欧でのブル・ショット・スープからの流れ。このレシピの他に、塩、ウスター・ソース、タバスコ・ソース、ペッパーなどを加え、シェークして、タンブラーに注ぐ、ハイボール・スタイルもある。,https://www.suntory.co.jp/wnb/img/cocktail/p_bull_shot.gif,ウォッカ,ビーフブイヨン,,,,,,,,,30ml,60ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bull_shot/index.html,2018/10/11 15:06
242,242,ja,TRUE,ホワイトルシアン,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,ロックグラス,甘口,ブラウン(琥珀色）,強い（25度以上）,ビルド,氷を入れたロック・グラスにウオッカとカルーアを注ぎ、軽くかき混ぜる。生クリームをフロートする。,"「ブラック・ルシアン」に生クリームをフロートしたバリエーション。厳冬のロシアの大地をイメージして作られた。コーエン兄弟監督映画『ビッグ・リボウスキー』でジェフ・ブリッジズ扮するデュードがこよなく愛した、アメリカで大人気のカクテルである。
カクテルでは、液体の比重を利用して、見た目の美しさを作り出すこともできる。フロートがその手法で、比重の軽いものを重いものの上に注ぐことにより、液体同士が混ざらずに色の違いを層のようにしてグラスの中に作り出すことができる。実際に飲むときには、ステアしてひとつになった新しい味わいを楽しんでも良いし、ステアせずにそのままそれぞれの味わいを楽しんでも良い。",https://www.suntory.co.jp/wnb/img/cocktail/p_white_russian.gif,ウォッカ,カルーア　コーヒーリキュール,生クリーム,,,,,,,,40ml,20ml,20ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/white_russian/index.html,2018/10/11 15:06
252,252,ja,TRUE,ミドリマティーニ,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,中甘辛口,緑,普通,シェーク,シェークしてカクテルグラスに注ぐ。,定番のマティーニにミドリを加え、フルーティーな味わい。,https://www.suntory.co.jp/wnb/img/cocktail/p_midori_martini.gif,ミドリ,ウォッカ,ドライベルモット,,,,,,,,15ml,30ml,1ﾀﾞｯｼｭ,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/midori_martini/index.html,2018/10/11 15:06
262,262,ja,TRUE,メロンボール,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,タンブラー,甘口,緑,普通,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,メロンリキュール「ミドリ」を使った、甘くて色の美しいカクテル。メロンの甘い香りとやさしい口当たり、オレンジジュースの甘さとほろ苦さ。その二つのおいしさが見事に調和したやさしい味わいのカクテル。優雅なミドリのカラーも印象的。オレンジジュースのかわりにパイナップルジュース、グレープフルーツジュースで作ることもある。,https://www.suntory.co.jp/wnb/img/cocktail/p_melon_ball.gif,ウォッカ,ミドリ,オレンジジュース,,,,,,,,20ml,40ml,80ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/melon_ball/index.html,2018/10/11 15:06
272,272,ja,TRUE,モーツァルトチョコレートマティーニ,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ステア,ステアしてカクテル・グラスに注ぐ。チェリーを飾る。氷を入れても良い。,チョコレートリキュールを使った、大人の味わいのマティーニ。ウォッカをジンに代えても、一味違った楽しみ方ができる。,https://www.suntory.co.jp/wnb/img/cocktail/p_mozart_chocolate_martini.gif,モーツァルト　ブラック,ウォッカ,,,,,,,,,30ml,30ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mozart_chocolate_martini/index.html,2018/10/11 15:06
282,282,ja,TRUE,雪国,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,甘口,緑,強い（25度以上）,シェーク,シェークして、砂糖でスノースタイルにしたカクテル・グラスに注ぐ。グリーン・チェリーを飾る。,サントリー主催のカクテルコンクールで第一位に入賞した井山計一氏の作品。味わいのよさもさることながら、色合いが黄緑と寒色系でまとめられ、グラスのふちにまぶされた砂糖が雪の白さを連想させる、カクテル名とぴったりマッチしたこの「雪国」の姿はすばらしい。戦後の日本が生んだカクテルの傑作と謳われるカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_yukiguni.gif,サントリーウォッカ,ホワイトキュラソー（トリプルセック）,サントリーカクテルライム,,,,,,,,1/2,1/4,1/4,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yukiguni/index.html,2018/10/11 15:06
292,292,ja,TRUE,吉野,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,中甘辛口,透明,強い（25度以上）,シェーク,シェークして、カクテル・グラスに注ぐ。塩抜きした桜の花の塩漬けをグラスの底に沈める。,1982年、東京銀座の“MORI BAR”のオーナー・バーテンダー 毛利 隆雄氏が、霞ヶ関の“ガスライト”時代に考案したカクテル。ほんのりと緑がかった透明な色合い。ひんやりとした辛口ながら、桜咲く丘の木漏れ日のようにあたたかさの感じられる味わい。海外では緑茶のリキュールが入手困難なバーが多い。ぜひ、日本に来た外国人に勧めてみたい、日本を代表するカクテルである。,https://www.suntory.co.jp/wnb/img/cocktail/p_yoshino.gif,ウォッカ,キルシュワッサー,グリーンティリキュール,,,,,,,,60ml,1tsp,1tsp,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yoshino/index.html,2018/10/11 15:06
302,302,ja,TRUE,ルシアン,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,シェーク,シェークして、カクテル・グラスに注ぐ。,ウォッカとジンをカカオの甘さで優しく包んだ、口当たりのよさ抜群のカクテルである。飲み口のよさにだまされて、何杯も飲むとたちまちダウンしてしまうので、レディーキラーのカクテルとしても有名。ちなみに、スタンダードなつくり方による「ルシアン」に生クリームを加えたカクテルを、「ルシアン・ベア」と呼ぶことがある。,https://www.suntory.co.jp/wnb/img/cocktail/p_russian.gif,ウォッカ,ジン,カカオリキュール,,,,,,,,1/3,1/3,1/3,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/russian/index.html,2018/10/11 15:06
312,312,ja,TRUE,ルジェアップルティーニ,Alcohol,TRUE,カクテル,ウォッカ,,,ショート,カクテルグラス,中甘辛口,緑,普通,シェーク,シェークして、カクテルグラスに注ぐ。,N.Yで大人気の青リンゴ風味のマティーニ。爽やかな色と味わいのおすすめカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_lejay_apple_tini.gif,ルジェ　グリーンアップル,ウォッカ,,,,,,,,,1/3,2/3,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/lejay_apple_tini/index.html,2018/10/11 15:06
322,322,ja,TRUE,レッドバード,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,タンブラー,中甘辛口,赤,弱い(8度以下）,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,ブラッディー・メアリーをさらにビールで割ると、このレッド・バードが出来上がる。トマトの風味とビールのほろ苦さが溶け合ったその味は、まさに大人の味といえる。ちなみに「レッド・バード」からウオッカを除いたレシピでつくると、「レッド・アイ」というカクテルに。,https://www.suntory.co.jp/wnb/img/cocktail/p_red_bird.gif,ウォッカ,トマトジュース,ビール,,,,,,,,30ml,60ml,60ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/red_bird/index.html,2018/10/11 15:06
332,332,ja,TRUE,ロングアイランドアイスティー,Alcohol,TRUE,カクテル,ウォッカ,,,ロング,コリンズグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,クラッシュドアイスを詰めたコリンズ・グラスに注ぎ、軽くかき混ぜる。レモンとレッド・チェリーを飾る。,1980年代初頭、アメリカ・ニューヨーク州ロングアイランドで生まれたカクテル。紅茶を一滴も使わないで、アイスティーの味わいと色を出した魔法のカクテル。ケーキに紅茶という組み合わせもいいけれど、アイスティー風味のカクテルとの相性も試してみたい。アルコール度の高いカクテルなので、レモンジュースやコーラの甘味にだまされないように注意！,https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif,ジン,ウォッカ,ブルガル　エクストラドライ,テキーラ　サウザ　シルバー,ホワイトキュラソー（トリプルセック）,フレッシュレモンジュース,コーラ,,,,15ml,15ml,15ml,15ml,15ml,30ml,40ml,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html,2018/10/11 15:06
13,13,ja,TRUE,マルガリータ,Alcohol,TRUE,カクテル,テキーラ,,,ショート,カクテルグラス,中甘辛口,白,強い（25度以上）,シェーク,シェークして、塩でスノースタイルにしたカクテル・グラスに注ぐ。,ロサンゼルスのレストラン“テール・オ・コック”のバーテンダー、ジャン・デュレッサー氏が創作。1949年のUSAナショナル・カクテル・コンテストで３位に入選した作品である。カクテル名「マルガリータ」は、彼の若き日の恋人の名前。2人で狩猟に行った際に、彼女は流れ弾にあたって亡くなってしまった。その彼女を偲んで作られたカクテルといわれている。,https://www.suntory.co.jp/wnb/img/cocktail/p_margarita.gif,テキーラ　サウザ　ブルー,ホワイトキュラソー（トリプルセック）,フレッシュライムジュース,,,,,,,,0.5,0.25,0.25,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/margarita/index.html,2018/10/11 15:06
23,23,ja,TRUE,エルディアブロ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,中甘辛口,赤,普通,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。レモンを添える。,ディアブロ」とは「悪魔」の意。ちょっぴり刺激的な飲み口のカクテルです。,https://www.suntory.co.jp/wnb/img/cocktail/p_el_dablo.gif,テキーラ　サウザ　ブルー,ルジェ　クレーム　ド　カシス,フレッシュレモンジュース,ジンジャーエール,,,,,,,45ml,15ml,10ml,適量,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/el_dablo/index.html,2018/10/11 15:06
33,33,ja,TRUE,カシスショット,Alcohol,TRUE,カクテル,テキーラ,,,ショート,ショットグラス,中甘辛口,赤,普通,ビルド,グラスに材料(サウザブルーでも可)を入れ、軽くかき混ぜる。,ショットが苦手な方にも飲みやすい、クラブでも人気のリキュールショット。,https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_shot.gif,テキーラ　サウザ　ゴールド,ルジェ　クレーム　ド　カシス,ソーダ,,,,,,,,25ml,10ml,15ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_shot/index.html,2018/10/11 15:06
43,43,ja,TRUE,サウザショットガン,Alcohol,TRUE,カクテル,テキーラ,,,ショート,ショットグラス,辛口,黄色,普通,ビルド,グラスに材料(サウザブルーでも可)を入れ、軽くかき混ぜる。,,https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_shot_gun.gif,テキーラ　サウザ　ゴールド,ソーダ,,,,,,,,,25ml,25ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_shot_gun/index.html,2018/10/11 15:06
53,53,ja,TRUE,ジキル博士,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,中甘辛口,赤,普通,ビルド,氷を入れたグラスにホルニートスとクランベリｰジュースを注ぎ最後にグレナディンシロップとソーダを加える,,https://www.suntory.co.jp/wnb/img/cocktail/p_dr_jekyll.gif,テキーラ　サウザ　ホルニートス,クランベリージュース,グレナデンシロップ,ソーダ,,,,,,,40ml,60ml,少量,少量,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/dr_jekyll/index.html,2018/10/11 15:06
63,63,ja,TRUE,チョコレートマルガリータ,Alcohol,TRUE,カクテル,テキーラ,,,ショート,カクテルグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,シェーク,シェークして、砂糖とココアパウダーでスノースタイルにしたグラスに注ぐ。,,https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_margarita.gif,テキーラ　サウザ　シルバー,モーツァルト　ブラック,オレンジキュラソー,フレッシュレモンジュース,,,,,,,30ml,15ml,15ml,10ml,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_margarita/index.html,2018/10/11 15:06
73,73,ja,TRUE,テキーラサンライズ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,フルート型シャンパングラス,中甘辛口,オレンジ,普通,ビルド,氷を入れたグラスに、テキーラとオレンジジュースを注ぎ、軽くかき混ぜる。グレナデンシロップを静かに注ぎ、グラスの底に沈める。,このカクテルの人気には、二つのロックグループの存在が大きくかかわっている。ローリング・ストーンズとイーグルスだ。ローリング・ストーンズのミック・ジャガーはこのカクテルと恋に落ち、イーグルスのセカンド・アルバムには、同名の曲が収録された。その秘密は、テキーラのもつシャープさにオレンジとグレナデンの甘い芳香が加わったなんともいえない味わいと、燃えるような朝焼けをグラスの中にあらわした絶妙な色合いであろう。テキーラの人気を不動のものとしたこのカクテル。ロックを聞きながら、飲んでみたい。オレンジジュースをレモンジュースにかえると「テキーラ・サンセット」になる。,https://www.suntory.co.jp/wnb/img/cocktail/p_tequila_sunrise.gif,テキーラ　サウザ　ブルー,オレンジジュース,グレナデンシロップ,,,,,,,,0.3333,0.6666,2tsp,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tequila_sunrise/index.html,2018/10/11 15:06
83,83,ja,TRUE,テコニック,Alcohol,TRUE,カクテル,テキーラ,,,ロング,タンブラー,中甘辛口,透明,普通,ビルド,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。ライムを飾る。,"テキーラをトニックウォーターで割っただけの簡単カクテル。テキーラはほぼ無色透明だが、特有のにおいを持っているため、以前はレモンのスライスと塩をなめて飲んでいた。しかし、人気グループの曲名に使われたり、メキシコオリンピックなどで世界的にも有名になり、今では、ジン・ラム・ウオッカと並んで四大スピリッツのひとつになった。テキーラを使ったカクテルで有名なものに「テキーラ・サンライズ」等がある。
ライムを添える場合は、ライムの輪切りに半径分だけナイフを入れ、グラスにかけてもよいし、輪切りを半分にして半月の形にし、たてにナイフを入れてもよい。また、へたをとったライムを縦割り8等分し、皮と実の間に、上を少し残してナイフを入れ、皮をグラスの外に、実を中にして飾ってもよい。",https://www.suntory.co.jp/wnb/img/cocktail/p_tequonic.gif,テキーラ　サウザ　シルバー,トニックウォーター,,,,,,,,,45ml,適量,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tequonic/index.html,2018/10/11 15:06
93,93,ja,TRUE,トレスコスモポリタン,Alcohol,TRUE,カクテル,テキーラ,,,ショート,カクテルグラス,中甘辛口,赤,強い（25度以上）,シェーク,全ての材料をシェークしカクテル・グラスに注ぐ。,,https://www.suntory.co.jp/wnb/img/cocktail/p_tres_cosmopolitan.gif,テキーラ　サウザ　スリージェネレーション　プラタ,オレンジキュラソー,クランベリージュース,フレッシュライムジュース,,,,,,,30ml,15nl,少々,少々,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tres_cosmopolitan/index.html,2018/10/11 15:06
103,103,ja,TRUE,トレスマティーニ,Alcohol,TRUE,カクテル,テキーラ,,,ショート,カクテルグラス,中甘辛口,透明,強い（25度以上）,シェーク,全ての材料をシェークしカクテル・グラスに注ぐ。,,https://www.suntory.co.jp/wnb/img/cocktail/p_tres_martini.gif,テキーラ　サウザ　スリージェネレーション　プラタ,スイートベルモット,オリーブ,,,,,,,,適量,1ﾀﾞｯｼｭ,1個,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tres_martini/index.html,2018/10/11 15:06
113,113,ja,TRUE,パロマ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,コリンズグラス,中甘辛口,白,普通,ビルド,全ての材料を氷をいれたグラスに注ぎ軽くかき混ぜる。,メキシコでも人気のカクテル。サウザブルーのフルーティな味わいが引き立つ一杯。,https://www.suntory.co.jp/wnb/img/cocktail/p_paloma.gif,テキーラ　サウザ　ブルー,グレープフルーツジュース,トニックウォーター,,,,,,,,40ml,20ml,30ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/paloma/index.html,2018/10/11 15:06
123,123,ja,TRUE,ピニャコラーダ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,ロックグラス,中甘辛口,白,弱い(8度以下）,シェーク,十分にシェークし、クラッシュド・アイスを詰めた大型グラスに注ぐ。パイナップルとレッド・チェリーを飾り、ストローを添える。,スペイン語で“パイナップルの生い茂る峠”という意味をもつカクテル。このカクテルが生まれたのは、1963年。プエルト・リコのサン・ファン市にあった”バラキーナ・バー”のラモン・ポルタス・ミンガというバーテンダーが創作したという。しかし、世に広めたのは、同市の”カリブ・ヒルトン・ホテル”のラモン・マローレ・ペレス氏。すでに彼が1955年からこのレシピを考え出していたという説もあるが、真意のほどはともかく、彼がホテルのメニューに載せて、世界へとはばたかせたことだけは確かである。ハワイ生まれのカクテル「チチ」と偶然にもレシピが一緒であったため、「チチ」の方がベースをウオッカにかえて作られるようになった。パイナップルを添える場合は、スティック状か扇状に切ってカクテル・ピンにレッドチェリーと一緒に刺して、グラスのふちにかけてもよいし、グラスの中にいれてしまってもよい。,https://www.suntory.co.jp/wnb/img/cocktail/p_pina_colada.gif,ブルガル　エクストラドライ,パイナップルジュース,ココナッツミルク,,,,,,,,30ml,80ml,45ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/pina_colada/index.html,2018/10/11 15:06
133,133,ja,TRUE,フローズンブルーマルガリータ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,ソーサー型シャンパングラス,中甘辛口,青,弱い(8度以下）,ブレンド,ミキサーにかけ、塩でスノースタイルにした大型シャンパン・グラスに移す。レモンを飾り、ストローを添える。,"1950年代以降、ミキサー（ブレンダー）の誕生により、次々と新しいカクテルが生まれた。ミキサーで作る“フローズンスタイル”のカクテルは、カクテルの歴史の中でも今までにない新しい味わいを生み出した。
「マルガリータ」をミキサーにかけた「フローズン・マルガリータ」に、色鮮やかなブルーキュラソーを加えると、見た目にもさわやかなカクテルに変身。夏の海辺やホテルのプールサイドにぴったりのカクテル。半分に切ったレモンの上にグラスのふちを軽くおいて“クルッ”と一回転させ、そこに砂糖をつけると、「スノースタイル」と呼ばれるデコレーションになる。塩をつかう場合は「塩でスノー・スタイル」と表記する。「マルガリータ」は、テキーラと塩の相性が良いため塩を使用する。",https://www.suntory.co.jp/wnb/img/cocktail/p_frozen_blue_margarita.gif,テキーラ　サウザ　ブルー,ザ・ブルー（ブルーキュラソー）,フレッシュレモンジュース,砂糖,クラシュドアイス,,,,,,30ml,15ml,15ml,1tsp,適量,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/frozen_blue_margarita/index.html,2018/10/11 15:06
143,143,ja,TRUE,フローズンストロベリーマルガリータ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,ソーサー型シャンパングラス,中甘辛口,赤,普通,ブレンド,ミキサーにかけ、塩でスノースタイルにした大型シャンパン・グラスに移す。いちごを飾り、ストローを添える。,"1950年代以降、ミキサー（ブレンダー）の誕生により、次々と新しいカクテルが生まれた。ミキサーで作る“フローズンスタイル”のカクテルは、カクテルの歴史の中でも今までにない新しい味わいを生み出した。
「フローズン・ストロベリー・マルガリータ」は、「フローズン・マルガリータ」に、ストロベリーリキュールを加えて作る。テキーラの定番カクテル「マルガリータ」も、ストロベリーを加えることにより、色も香りも可愛らしい、フルーティーなカクテルに早変わり",https://www.suntory.co.jp/wnb/img/cocktail/p_frozen_strawberry_margarita.gif,テキーラ　サウザ　ブルー,ルジェ　クレーム　ド　ストロベリー,フレッシュレモンジュース,クラシュドアイス,,,,,,,30ml,15ml,15ml,1カップ,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/frozen_strawberry_margarita/index.html,2018/10/11 15:06
153,153,ja,TRUE,フローズンミドリマルガリータ,Alcohol,TRUE,カクテル,テキーラ,,,ロング,ソーサー型シャンパングラス,中甘辛口,緑,弱い(8度以下）,ブレンド,ミキサーにかけ、塩でスノースタイルにした大型シャンパン・グラスに移す。ライムを飾り、ストローを添える。,1950年代以降、ミキサー（ブレンダー）の誕生により、次々と新しいカクテルが生まれた。ミキサーで作る“フローズンスタイル”のカクテルは、カクテルの歴史の中でも今までにない新しい味わいを生み出した。夏向きのメロン風味のマルガリータは、色鮮やかで飲みやすく、女性におすすめ。人気の「マルガリータ」を“フローズンスタイル”にするだけで飲みやすくなるが、ミドリを加えるとより一層飲みやすくなっている。,https://www.suntory.co.jp/wnb/img/cocktail/p_frozen_midori_margarita.gif,テキーラ　サウザ　ブルー,ミドリ,フレッシュレモンジュース,砂糖,クラシュドアイス,,,,,,30ml,15ml,10ml,1tsp,1カップ,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/frozen_midori_margarita/index.html,2018/10/11 15:06
163,163,ja,TRUE,ブレイブブル,Alcohol,TRUE,カクテル,テキーラ,,,ロング,ロックグラス,中甘辛口,ブラウン(琥珀色）,強い（25度以上）,ビルド,氷を入れたロック・グラスに注ぎ、軽くかき混ぜる。,ウォッカとカルーアでつくる「ブラックルシアン」のテキーラバージョン。名前の意味は「勇ましい雄牛」のことだが、味わいは甘口のカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_brave_bull.gif,テキーラ　サウザ　シルバー,カルーア　コーヒーリキュール,,,,,,,,,40ml,20ml,,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/brave_bull/index.html,2018/10/11 15:06
173,173,ja,TRUE,マタドール,Alcohol,TRUE,カクテル,テキーラ,,,ロング,ロックグラス,中甘辛口,黄色,普通,ビルド,氷を入れたグラスに注ぎ、軽くかき混ぜる。,マタドールとは闘牛の最後に登場し、牛にとどめを刺す闘牛場の主役。情熱的な名前だが、パイナップルジュースの甘味とライムジュースのほどよい酸味のバランスが絶妙で、フルーティーで口当たりの良いカクテル。,https://www.suntory.co.jp/wnb/img/cocktail/p_matador.gif,テキーラ　サウザ　ブルー,パイナップルジュース,フレッシュライムジュース,,,,,,,,30ml,45ml,15ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/matador/index.html,2018/10/11 15:06
183,183,ja,TRUE,ミドリショット,Alcohol,TRUE,カクテル,テキーラ,,,ショート,ショットグラス,中甘辛口,緑,普通,ビルド,グラスに材料を入れ、軽く混ぜる。,ショットが苦手な方にも飲みやすい、クラブでも人気のリキュールショット。,https://www.suntory.co.jp/wnb/img/cocktail/p_midori_shot.gif,テキーラ　サウザ　ゴールド,ミドリ,ソーダ,,,,,,,,25ml,10ml,15ml,,,,,,,,SUNTORYカクテルレシピ検索,https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/midori_shot/index.html,2018/10/11 15:06
