id,drink_id,language,description,recipe,color,location,company
194,65,1,vodka,Shake and pour into a cocktail glass. Submerge salted cherry blossom salted in the bottom of the glass.,Transparent,,
195,65,2,伏特加酒,摇匀，倒入鸡尾酒杯。淹没在盐玻璃底部的盐渍樱花。,透明,,
196,66,0,ウォッカとジンをカカオの甘さで優しく包んだ、口当たりのよさ抜群のカクテルである。飲み口のよさにだまされて、何杯も飲むとたちまちダウンしてしまうので、レディーキラーのカクテルとしても有名。ちなみに、スタンダードなつくり方による「ルシアン」に生クリームを加えたカクテルを、「ルシアン・ベア」と呼ぶことがある。,シェークして、カクテル・グラスに注ぐ。,ブラウン(琥珀色）,,
197,66,1,vodka,Shake and pour into a cocktail glass.,Brown (amber),,
198,66,2,伏特加酒,摇匀，倒入鸡尾酒杯。,棕色（琥珀色）,,
199,67,0,N.Yで大人気の青リンゴ風味のマティーニ。爽やかな色と味わいのおすすめカクテル。,シェークして、カクテルグラスに注ぐ。,緑,,
200,67,1,Ruge Green Apple,Shake and pour into a cocktail glass.,Green,,
201,67,2,Ruge Green Apple,摇匀，倒入鸡尾酒杯。,绿茵,,
202,68,0,ブラッディー・メアリーをさらにビールで割ると、このレッド・バードが出来上がる。トマトの風味とビールのほろ苦さが溶け合ったその味は、まさに大人の味といえる。ちなみに「レッド・バード」からウオッカを除いたレシピでつくると、「レッド・アイ」というカクテルに。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,赤,,
203,68,1,vodka,Pour into the tumbler with ice and gently stir.,Red,,
204,68,2,伏特加酒,用冰倒入滚筒，轻轻搅拌。,红,,
205,69,0,1980年代初頭、アメリカ・ニューヨーク州ロングアイランドで生まれたカクテル。紅茶を一滴も使わないで、アイスティーの味わいと色を出した魔法のカクテル。ケーキに紅茶という組み合わせもいいけれど、アイスティー風味のカクテルとの相性も試してみたい。アルコール度の高いカクテルなので、レモンジュースやコーラの甘味にだまされないように注意！,クラッシュドアイスを詰めたコリンズ・グラスに注ぎ、軽くかき混ぜる。レモンとレッド・チェリーを飾る。,ブラウン(琥珀色）,,
206,69,1,gin,Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.,Brown (amber),,
207,69,2,杜松子酒,倒入装满碎冰的柯林斯玻璃杯中轻轻搅拌。装饰柠檬和红樱桃。,棕色（琥珀色）,,
208,70,0,ロサンゼルスのレストラン“テール・オ・コック”のバーテンダー、ジャン・デュレッサー氏が創作。1949年のUSAナショナル・カクテル・コンテストで３位に入選した作品である。カクテル名「マルガリータ」は、彼の若き日の恋人の名前。2人で狩猟に行った際に、彼女は流れ弾にあたって亡くなってしまった。その彼女を偲んで作られたカクテルといわれている。,シェークして、塩でスノースタイルにしたカクテル・グラスに注ぐ。,白,,
209,70,1,Tequila Sauza Blue,Shake and pour into a snow-cocktail glasses with salt.,White,,
210,70,2,龙舌兰酒Sauza Blue,摇匀，倒入含雪的鸡尾酒杯。,白,,
211,71,0,ディアブロ」とは「悪魔」の意。ちょっぴり刺激的な飲み口のカクテルです。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。レモンを添える。,赤,,
212,71,1,Tequila Sauza Blue,Pour into the tumbler with ice and gently stir. Add lemon.,Red,,
213,71,2,龙舌兰酒Sauza Blue,用冰倒入滚筒，轻轻搅拌。加柠檬。,红,,
214,72,0,ショットが苦手な方にも飲みやすい、クラブでも人気のリキュールショット。,グラスに材料(サウザブルーでも可)を入れ、軽くかき混ぜる。,赤,,
215,72,1,Tequila Sauza Gold,Put the ingredients (may be Sauza Blue) in a glass and stir lightly.,Red,,
216,72,2,龙舌兰酒Sauza Gold,将配料（可能是Sauza Blue）放入玻璃杯中，轻轻搅拌。,红,,
217,73,0,,グラスに材料(サウザブルーでも可)を入れ、軽くかき混ぜる。,黄色,,
218,73,1,Tequila Sauza Gold,Put the ingredients (may be Sauza Blue) in a glass and stir lightly.,yellow,,
219,73,2,龙舌兰酒Sauza Gold,将配料（可能是Sauza Blue）放入玻璃杯中，轻轻搅拌。,黄,,
220,74,0,,氷を入れたグラスにホルニートスとクランベリｰジュースを注ぎ最後にグレナディンシロップとソーダを加える,赤,,
221,74,1,Tequila Sauza Hornitos,Pour Hornitos and cranberry juice into a glass with ice and finally add Grenadine syrup and soda,Red,,
222,74,2,龙舌兰酒Sauza Hornitos,将Hornitos和酸果蔓汁倒入装有冰的玻璃杯中，最后加入石榴汁糖浆和苏打水,红,,
223,75,0,,シェークして、砂糖とココアパウダーでスノースタイルにしたグラスに注ぐ。,ブラウン(琥珀色）,,
224,75,1,Tequila Thousand Silver,Shake and pour into snow-style glasses with sugar and cocoa powder.,Brown (amber),,
225,75,2,龙舌兰酒一千银,用糖和可可粉摇匀并倒入雪花玻璃杯中。,棕色（琥珀色）,,
226,76,0,このカクテルの人気には、二つのロックグループの存在が大きくかかわっている。ローリング・ストーンズとイーグルスだ。ローリング・ストーンズのミック・ジャガーはこのカクテルと恋に落ち、イーグルスのセカンド・アルバムには、同名の曲が収録された。その秘密は、テキーラのもつシャープさにオレンジとグレナデンの甘い芳香が加わったなんともいえない味わいと、燃えるような朝焼けをグラスの中にあらわした絶妙な色合いであろう。テキーラの人気を不動のものとしたこのカクテル。ロックを聞きながら、飲んでみたい。オレンジジュースをレモンジュースにかえると「テキーラ・サンセット」になる。,氷を入れたグラスに、テキーラとオレンジジュースを注ぎ、軽くかき混ぜる。グレナデンシロップを静かに注ぎ、グラスの底に沈める。,オレンジ,,
227,76,1,Tequila Sauza Blue,Pour tequila and orange juice into the glass with ice and gently stir. Pour gentlynden syrup silently and sink to the bottom of the glass.,Orange,,
228,76,2,龙舌兰酒Sauza Blue,用冰块将龙舌兰酒和橙汁倒入玻璃杯中，轻轻搅拌。静静地倒入温和的糖浆，然后沉到玻璃杯底部。,橙,,
229,77,0,"テキーラをトニックウォーターで割っただけの簡単カクテル。テキーラはほぼ無色透明だが、特有のにおいを持っているため、以前はレモンのスライスと塩をなめて飲んでいた。しかし、人気グループの曲名に使われたり、メキシコオリンピックなどで世界的にも有名になり、今では、ジン・ラム・ウオッカと並んで四大スピリッツのひとつになった。テキーラを使ったカクテルで有名なものに「テキーラ・サンライズ」等がある。
ライムを添える場合は、ライムの輪切りに半径分だけナイフを入れ、グラスにかけてもよいし、輪切りを半分にして半月の形にし、たてにナイフを入れてもよい。また、へたをとったライムを縦割り8等分し、皮と実の間に、上を少し残してナイフを入れ、皮をグラスの外に、実を中にして飾ってもよい。",氷を入れたタンブラーに注ぎ、軽くかき混ぜる。ライムを飾る。,透明,,
230,77,1,Tequila Thousand Silver,Pour into the tumbler with ice and gently stir. Decorate lime.,Transparent,,
231,77,2,龙舌兰酒一千银,用冰倒入滚筒，轻轻搅拌。装饰石灰。,透明,,
232,78,0,,全ての材料をシェークしカクテル・グラスに注ぐ。,赤,,
233,78,1,Tequila Thousand Generation Plata,Shake all ingredients and pour into cocktail glass.,Red,,
234,78,2,龙舌兰酒一千代普拉塔,摇匀所有成分，倒入鸡尾酒杯。,红,,
235,79,0,,全ての材料をシェークしカクテル・グラスに注ぐ。,透明,,
236,79,1,Tequila Thousand Generation Plata,Shake all ingredients and pour into cocktail glass.,Transparent,,
237,79,2,龙舌兰酒一千代普拉塔,摇匀所有成分，倒入鸡尾酒杯。,透明,,
238,80,0,メキシコでも人気のカクテル。サウザブルーのフルーティな味わいが引き立つ一杯。,全ての材料を氷をいれたグラスに注ぎ軽くかき混ぜる。,白,,
239,80,1,Tequila Sauza Blue,Pour all the ingredients into a glass filled with ice and stir gently.,White,,
240,80,2,龙舌兰酒Sauza Blue,将所有配料倒入装满冰的玻璃杯中，轻轻搅拌。,白,,
241,81,0,スペイン語で“パイナップルの生い茂る峠”という意味をもつカクテル。このカクテルが生まれたのは、1963年。プエルト・リコのサン・ファン市にあった”バラキーナ・バー”のラモン・ポルタス・ミンガというバーテンダーが創作したという。しかし、世に広めたのは、同市の”カリブ・ヒルトン・ホテル”のラモン・マローレ・ペレス氏。すでに彼が1955年からこのレシピを考え出していたという説もあるが、真意のほどはともかく、彼がホテルのメニューに載せて、世界へとはばたかせたことだけは確かである。ハワイ生まれのカクテル「チチ」と偶然にもレシピが一緒であったため、「チチ」の方がベースをウオッカにかえて作られるようになった。パイナップルを添える場合は、スティック状か扇状に切ってカクテル・ピンにレッドチェリーと一緒に刺して、グラスのふちにかけてもよいし、グラスの中にいれてしまってもよい。,十分にシェークし、クラッシュド・アイスを詰めた大型グラスに注ぐ。パイナップルとレッド・チェリーを飾り、ストローを添える。,白,,
242,81,1,Bulgar Extra Dry,Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.,White,,
243,81,2,Bulgar Extra Dry,彻底摇匀，倒入装满碎冰淇淋的大玻璃杯中。装饰菠萝和红樱桃，加入吸管。,白,,
244,82,0,"1950年代以降、ミキサー（ブレンダー）の誕生により、次々と新しいカクテルが生まれた。ミキサーで作る“フローズンスタイル”のカクテルは、カクテルの歴史の中でも今までにない新しい味わいを生み出した。
「マルガリータ」をミキサーにかけた「フローズン・マルガリータ」に、色鮮やかなブルーキュラソーを加えると、見た目にもさわやかなカクテルに変身。夏の海辺やホテルのプールサイドにぴったりのカクテル。半分に切ったレモンの上にグラスのふちを軽くおいて“クルッ”と一回転させ、そこに砂糖をつけると、「スノースタイル」と呼ばれるデコレーションになる。塩をつかう場合は「塩でスノー・スタイル」と表記する。「マルガリータ」は、テキーラと塩の相性が良いため塩を使用する。",ミキサーにかけ、塩でスノースタイルにした大型シャンパン・グラスに移す。レモンを飾り、ストローを添える。,青,,
245,82,1,Tequila Sauza Blue,Transfer to a large champagne glass that you put in a mixer and made into a snow style with salt. Decorate lemon and add straw.,Blue,,
246,82,2,龙舌兰酒Sauza Blue,转移到一个大的香槟杯，放入搅拌机，用盐制成雪花。装饰柠檬，加入稻草。,绿,,
247,83,0,"1950年代以降、ミキサー（ブレンダー）の誕生により、次々と新しいカクテルが生まれた。ミキサーで作る“フローズンスタイル”のカクテルは、カクテルの歴史の中でも今までにない新しい味わいを生み出した。
「フローズン・ストロベリー・マルガリータ」は、「フローズン・マルガリータ」に、ストロベリーリキュールを加えて作る。テキーラの定番カクテル「マルガリータ」も、ストロベリーを加えることにより、色も香りも可愛らしい、フルーティーなカクテルに早変わり",ミキサーにかけ、塩でスノースタイルにした大型シャンパン・グラスに移す。いちごを飾り、ストローを添える。,赤,,
248,83,1,Tequila Sauza Blue,Transfer to a large champagne glass that you put in a mixer and made into a snow style with salt. Decorate strawberries and accompany the straw.,Red,,
249,83,2,龙舌兰酒Sauza Blue,转移到一个大的香槟杯，放入搅拌机，用盐制成雪花。装饰草莓，加入稻草。,红,,
250,84,0,1950年代以降、ミキサー（ブレンダー）の誕生により、次々と新しいカクテルが生まれた。ミキサーで作る“フローズンスタイル”のカクテルは、カクテルの歴史の中でも今までにない新しい味わいを生み出した。夏向きのメロン風味のマルガリータは、色鮮やかで飲みやすく、女性におすすめ。人気の「マルガリータ」を“フローズンスタイル”にするだけで飲みやすくなるが、ミドリを加えるとより一層飲みやすくなっている。,ミキサーにかけ、塩でスノースタイルにした大型シャンパン・グラスに移す。ライムを飾り、ストローを添える。,緑,,
251,84,1,Tequila Sauza Blue,Transfer to a large champagne glass that you put in a mixer and made into a snow style with salt. Decorate lime and add straw.,Green,,
252,84,2,龙舌兰酒Sauza Blue,转移到一个大的香槟杯，放入搅拌机，用盐制成雪花。装饰石灰，加入稻草。,绿茵,,
253,85,0,ウォッカとカルーアでつくる「ブラックルシアン」のテキーラバージョン。名前の意味は「勇ましい雄牛」のことだが、味わいは甘口のカクテル。,氷を入れたロック・グラスに注ぎ、軽くかき混ぜる。,ブラウン(琥珀色）,,
254,85,1,Tequila Thousand Silver,Pour into the rock glass with ice and gently stir.,Brown (amber),,
255,85,2,龙舌兰酒一千银,用冰倒入岩石玻璃杯中，轻轻搅拌。,棕色（琥珀色）,,
256,86,0,マタドールとは闘牛の最後に登場し、牛にとどめを刺す闘牛場の主役。情熱的な名前だが、パイナップルジュースの甘味とライムジュースのほどよい酸味のバランスが絶妙で、フルーティーで口当たりの良いカクテル。,氷を入れたグラスに注ぎ、軽くかき混ぜる。,黄色,,
257,86,1,Tequila Sauza Blue,Pour into ice glass and stir lightly.,yellow,,
258,86,2,龙舌兰酒Sauza Blue,倒入冰水杯中轻轻搅拌。,黄,,
259,87,0,ショットが苦手な方にも飲みやすい、クラブでも人気のリキュールショット。,グラスに材料を入れ、軽く混ぜる。,緑,,
260,87,1,Tequila Sauza Gold,Put the ingredients in a glass and mix lightly.,Green,,
261,87,2,龙舌兰酒Sauza Gold,将配料放入玻璃杯中轻轻混合。,绿茵,,
262,88,0,モッキンバードとは、アメリカ南部に生息するメキシコの“ものまね鳥”のこと。このカクテルがテキーラをベースにした美しい緑色であることからこの名前がついたとか。ミントの香りが爽やかな心地よく酔えるカクテル。,シェークして、カクテル・グラスに注ぐ。,緑,,
263,88,1,Tequila Sauza Blue,Shake and pour into a cocktail glass.,Green,,
264,88,2,龙舌兰酒Sauza Blue,摇匀，倒入鸡尾酒杯。,绿茵,,
265,89,0,1980年代初頭、アメリカ・ニューヨーク州ロングアイランドで生まれたカクテル。紅茶を一滴も使わないで、アイスティーの味わいと色を出した魔法のカクテル。ケーキに紅茶という組み合わせもいいけれど、アイスティー風味のカクテルとの相性も試してみたい。アルコール度の高いカクテルなので、レモンジュースやコーラの甘味にだまされないように注意！,クラッシュドアイスを詰めたコリンズ・グラスに注ぎ、軽くかき混ぜる。レモンとレッド・チェリーを飾る。,ブラウン(琥珀色）,,
266,89,1,gin,Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.,Brown (amber),,
267,89,2,杜松子酒,倒入装满碎冰的柯林斯玻璃杯中轻轻搅拌。装饰柠檬和红樱桃。,棕色（琥珀色）,,
268,90,0,"2016 BeamSuntoy The Cocktail Award 「カクテルアワード2016」松下知寛氏の作品。
燦々と降り注ぐ太陽の恵みを受け美しく咲き誇る、カクテルフラワー。そんな南国の美しき花をグラスの中に表現したカクテル。",オランジーナ以外をシェークして、氷を入れたグラスに注ぐ。オランジーナで満たし、軽くステアする。パイナップルの葉、グレープフルーツの皮、パプリカ、ブラックオリーブを飾り、ストローを添える。,オレンジ,,
269,90,1,Tequila Sauza Blue,"Shake outside Orangina and pour into ice glass. Fill it with Orangina and lightly steer. Pineapple leaves, grapefruit peel, paprika, black olives are decorated and straws are added.",Orange,,
270,90,2,龙舌兰酒Sauza Blue,在Orangina外面摇晃，倒入冰杯。用Orangina填充并轻轻转向。菠萝叶，葡萄柚皮，辣椒粉，黑橄榄装饰，并添加秸秆。,橙,,
271,91,0,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。オレンジの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",１/８カットのオレンジを3個搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,オレンジ,,
272,91,1,Tequila Sauza Blue,"Put three 1/8 cut oranges. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.",Orange,,
273,91,2,龙舌兰酒Sauza Blue,放三个1/8切橙子。称Sousa Blue和糖浆。将冰块放入边缘，倒入苏打水，与麦德勒轻轻混合。,橙,,
274,92,0,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。きゅうりとレモンの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",きゅうりを輪切りにし（１０枚）入れ、レモンを搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,緑,,
275,92,1,Tequila Sauza Blue,"Cut the cucumber into slices (10 pieces) and squeeze lemon. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.",Green,,
276,92,2,龙舌兰酒Sauza Blue,将黄瓜切成薄片（10片），然后挤柠檬。称Sousa Blue和糖浆。将冰块放入边缘，倒入苏打水，与麦德勒轻轻混合。,绿茵,,
277,93,0,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。グレープフルーツの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",１/８カットのグレープフルーツを3個搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,黄色,,
278,93,1,Tequila Sauza Blue,"Squeeze 3 pieces of 1/8 cut grapefruit. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.",yellow,,
279,93,2,龙舌兰酒Sauza Blue,挤压3片1/8切葡萄柚。称Sousa Blue和糖浆。将冰块放入边缘，倒入苏打水，与麦德勒轻轻混合。,黄,,
280,94,0,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。トマトの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",プチトマトをを半分にカットし搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,赤,,
281,94,1,Tequila Sauza Blue,"Petit tomatoes are cut in half and squeezed. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.",Red,,
282,94,2,龙舌兰酒Sauza Blue,将西红柿切成两半并挤压。称Sousa Blue和糖浆。将冰块放入边缘，倒入苏打水，与麦德勒轻轻混合。,红,,
283,95,0,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。パクチーとライムの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",１/８カットのライムを2個搾り入れ、パクチーを入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,緑,,
284,95,1,Tequila Sauza Blue,"Squeeze two 1/8-cut lime and put in a parchi. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.",Green,,
285,95,2,龙舌兰酒Sauza Blue,挤压两个1/8切石灰并放入parchi。称Sousa Blue和糖浆。将冰块放入边缘，倒入苏打水，与麦德勒轻轻混合。,绿茵,,
286,96,0,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。ライムの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",１/８カットのライムを3個搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,緑,,
287,96,1,Tequila Sauza Blue,"3 squeeze 1/8 cut lime. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.",Green,,
288,96,2,龙舌兰酒Sauza Blue,3挤1/8切石灰。称Sousa Blue和糖浆。将冰块放入边缘，倒入苏打水，与麦德勒轻轻混合。,绿茵,,
289,97,0,"サウザ ファーム サワーとは、テキーラ サウザ ブルーと、フレッシュフルーツ・野菜でつくったサワーのこと。レモンの爽やかな味わいをサウザブルーが引き立てます。ガムシロップの代わりに、アガベシロップを使うと更に美味しく！
マイボトルで作れば、見た目のフォトジェニックさも楽しめます。",１/８カットのレモンを3個搾り入れる。サウザブルーとシロップを計り入れる。氷を縁まで入れ、ソーダを注いだら、マドラーで軽くひと混ぜする。,黄色,,
290,97,1,Tequila Sauza Blue,"Put three 1/8 cut lemons. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.",yellow,,
291,97,2,龙舌兰酒Sauza Blue,放三个1/8切柠檬。称Sousa Blue和糖浆。将冰块放入边缘，倒入苏打水，与麦德勒轻轻混合。,黄,,
292,98,0,"「テキーラ・ギムレットのハイボールスタイルをアガベ100%のサウザブルーで味わう。 
周囲の誰とも違う、個性的な楽しみ方。",ソーダ水以外の材料をシェークし、氷を入れたタンブラーに注ぐ。冷やしたソーダ水で満たす。,白,,
293,98,1,Tequila Sauza Blue,Shake materials other than soda water and pour into umbrella tumbler. Filled with cold soda water.,White,,
294,98,2,龙舌兰酒Sauza Blue,摇动苏打水以外的材料，倒入伞状滚筒中。充满冷苏打水。,白,,
295,99,0,"スタイリッシュ・マルガリータをソーダ・アップでハイボールスタイルに仕上げたもの。
爽快でスムーズな味わいの新感覚マルガリータ。",ソーダ水以外の材料をシェーク。塩でスノースタイルにし、氷を入れたタンブラーに注ぐ。冷やしたソーダ水で満たす。,白,,
296,99,1,Tequila Sauza Blue,Shake materials other than soda water. Snow style with salt and pour into a tumbler with ice. Filled with cold soda water.,White,,
297,99,2,龙舌兰酒Sauza Blue,摇动苏打水以外的材料。用盐的雪样式和倒入有冰的翻转者。充满冷苏打水。,白,,
298,100,0,テキーラ・トニックをアガベ100%のサウザ ブルーで味わう。ジントニックとは異なるアガベ特有の旨味が、冴えた感覚のなかに潜む。,氷を入れたタンブラーにサウザ ブルーを注ぎ、冷やしたトニックウォーターで満たす。好みでカットライムを絞り入れたり、ライムスライスなどを添える。,透明,,
299,100,1,Tequila Sauza Blue,"Pour Sauza Blue into a tumbler with ice and fill with cold tonic water. Put the cut lime in as you like, and add lime slices etc.",Transparent,,
300,100,2,龙舌兰酒Sauza Blue,将Sauza Blue倒入装有冰块的滚筒中，并加入冷补品水。根据需要将切好的石灰放入，加入酸橙片等。,透明,,
301,101,0,ラムを使った代表的なカクテルのひとつ。19世紀後半、キューバのダイキリ鉱山で働くアメリカ人、ジェニングス・コックス氏により命名。坑夫たちが暑さしのぎに特産のラムにライムを絞り込み砂糖を入れて飲んだのが始まりといわれている。当時キューバは、スペインから独立間もない時代で、ダイキリ鉱山にもアメリカから鉱山技師が多く派遣されており、彼らは週末になるとサンチャゴ市に出て、このダイキリを楽しんでいた。ダイキリをクラッシュド・アイスと一緒にミキサーにかけ、シャーベット状態にすると、ヘミングウェイがこよなく愛したというフローズン・ダイキリが出来上がる。ただし、フローズンにした場合、砂糖をかなり使わないと甘味が出ないので、その代わりとしてホワイトキュラソーを加えて、味をキリッとひきしめるとよい。またアメリカ式ダイキリという、シャンパングラスにクラッシュドアイスを盛って、味わう方法もある。,シェークして、カクテル・グラスに注ぐ。,白,,
302,101,1,Bulgar Extra Dry,Shake and pour into a cocktail glass.,White,,
303,101,2,Bulgar Extra Dry,摇匀，倒入鸡尾酒杯。,白,,
304,102,0,アメリカ西部、乾燥地帯に位置するネバダ州を名に冠したカクテル。ネバダ砂漠で、ノドの渇きを癒し、凉を呼ぶドリンクとして考案されたもの。ベースのラムに、ライムとグレープフルーツのジュースのフルーティーさが溶け込み、また砂糖の甘味がほのかに加わって、ほどよい酸味と甘味が爽やかに口中を駆け抜ける。,材料すべてをシェークしてカクテルグラスに注ぐ,白,,
305,102,1,Bulgar Extra Dry,Shake all ingredients and pour into cocktail glass,White,,
306,102,2,Bulgar Extra Dry,摇匀所有成分，倒入鸡尾酒杯,白,,
307,103,0,ラムベースで作った、モヒートの定番。,ライムとミント・砂糖をグラスに入れる。ペストルでつぶす。氷を入れ、ラムを注ぐ。ソーダでアップし、ミントを飾る。,透明,,
308,103,1,Bulgar Extra Dry,"Put the lime and mint sugar in the glass. Crush with pestle. Pour ice and pour rum. Up with soda, decorate mint.",Transparent,,
309,103,2,Bulgar Extra Dry,把石灰和薄荷糖放在玻璃杯里。用杵碾碎。倒冰，倒朗姆酒。用苏打水装饰薄荷。,透明,,
310,104,0,コニャックとシェリーの風味がマッチした、キレのよい味わい。シェリーの故郷、スペインのアンダルシア地方をイメージしたカクテル。いつものシェリーに代えて、食前酒としてもおすすめ。,ステアして、カクテル・グラスに注ぐ。,ブラウン(琥珀色）,,
311,104,1,Sherry La Ena,Steer and pour into a cocktail glass.,Brown (amber),,
312,104,2,Sherry La Ena,转向并倒入鸡尾酒杯。,棕色（琥珀色）,,
313,105,0,「イスラ・デ・ピノス」は、スペイン語で“パイナップルの生い茂る島”の意味。アメリカでは、「アイル・オブ・パインズ」の名で親しまれている。１９７０年代後半のトロピカル・カクテルブーム時代に日本に紹介されたカクテル。一般的に甘味の強いトロピカルカクテルの中でもグレープフルーツ・ジュースの苦味がさっぱりとしていて、現代人に好まれる味わいだ。,シェークして、氷を入れたワイン・グラスに注ぐ。,オレンジ,,
314,105,1,Bulgar Extra Dry,Shake and pour into the wine glass with ice.,Orange,,
315,105,2,Bulgar Extra Dry,用冰块摇匀并倒入酒杯。,橙,,
316,106,0,"ラムと、キュラソーと、レモンジュースの、いたってシンプルなカクテル。エックス・ワイ・ジーは、アルファベットの終わり。すなわち“最後のカクテル”という意味。「これ以上のものはない、最高のカクテル」という、作者の自信が満ちあふれたカクテル名である。レモンのさわやかな酸味と甘く苦いキュラソーの味が一つに溶け合い、ラムを優しく包む。飲み口のよさで誰にでも好まれる、白い色が美しいカクテルである。
ラムをブランデーにかえれば、「サイドカー」。じつはこの「エックス・ワイ・ジー」は、「サイドカー」を基本に作られたバリエーションのカクテルなのだ。また、「エックス・ワイ・ジー」に使われる材料の比率を変えると「マイアミ」にも変化する。",シェークして、カクテル・グラスに注ぐ。,白,,
317,106,1,Bulgar Extra Dry,Shake and pour into a cocktail glass.,White,,
318,106,2,Bulgar Extra Dry,摇匀，倒入鸡尾酒杯。,白,,
319,107,0,スぺイン語で大統領という意味のエル・プレジデンテ。メキシコにある同じ名前のホテルのオリジナルカクテルである。オレンジジュースの甘酸っぱい味がラムと溶け合って、フルーティで口当たりの優しいカクテルに仕上がっている。なお、パリのクーポールバーにも、レシピは違うが同じ名前のカクテルがある。,シェーカーに氷と材料を入れ、シェークする。グラスに注ぐ。,黄色,,
320,107,1,Bulgar Extra Dry,Put ice and ingredients in a shaker and shake. Pour into a glass.,yellow,,
321,107,2,Bulgar Extra Dry,将冰和配料放入摇床中摇匀。倒入一杯。,黄,,
322,108,0,1902年、スペインからのキューバ独立戦争の際に生まれたカクテル。独立支援のアメリカ軍人がたまたまラムにコーラを落としてみたら、うまかった！という偶然の産物。そのときの民衆の合言葉が“Viva Cuba Libre！（自由なるキューバ万歳！）”。独立闘争の際にキューバを後押ししたのがアメリカ。キューバ産のラムとアメリカのコーラ、２つの国の連帯感をあらわしたのがこのカクテル。政治的メッセージの濃い生い立ちである。「クバ・リブレ」はスペイン語名、英語名は「キューバ・リバー」。,タンブラーの上でライムを絞り、グラスの中に落とす。氷を加え、ラムを注ぎ、コーラで満たす。マドラーを添える。,ブラウン(琥珀色）,,
323,108,1,Bulgar Extra Dry,"Squeeze the lime on the tumbler and drop it into the glass. Add ice, pour rum and fill with cola. Add a muddler.",Brown (amber),,
324,108,2,Bulgar Extra Dry,挤压滚筒上的石灰并将其放入玻璃杯中。加冰，倒朗姆酒，加入可乐。添加一个混乱。,棕色（琥珀色）,,
325,109,0,南国の風味がする夏向きカクテル。,氷を入れたタンブラーに注ぎ、軽くかき混ぜる。,緑,,
326,109,1,Midori,Pour into the tumbler with ice and gently stir.,Green,,
327,109,2,绿,用冰倒入滚筒，轻轻搅拌。,绿茵,,
