id,drink_id,language,name,primary
820,274,0,モーツァルトカフェモカ,true
821,274,1,Mozart Cafe Mocha,true
822,274,2,Mozart Cafe Mocha,true
823,275,0,モーツァルトショコラミルク,true
824,275,1,Mozart Chocolate Milk,true
825,275,2,莫扎特巧克力牛奶,true
826,276,0,ルジェショコラトル,true
827,276,1,Ruge chocolatlet,true
828,276,2,Ruge chocolatlet,true
829,277,0,アップルプラン,true
830,277,1,Apple plan,true
831,277,2,Apple计划,true
832,278,0,カーディナル,true
833,278,1,Cardinal,true
834,278,2,枢机主教,true
835,279,0,キール,true
836,279,1,keel,true
837,279,2,龙骨,true
838,280,0,スプリッツァー,true
839,280,1,Splitzer,true
840,280,2,汽酒,true
841,281,0,ルジェブルーベリースプリッツァー,true
842,281,1,Rouge Blueberry Splitzer,true
843,281,2,Rouge Blueberry Splitzer,true
844,282,0,ワインクーラー,true
845,282,1,Wine cooler,true
846,282,2,酒柜,true
847,283,0,レッドアイ,true
848,283,1,Red eye,true
849,283,2,红眼睛,true
850,284,0,シャンデーガフ,true
851,284,1,Chanddeiger,true
852,284,2,Shandegafu,true
853,285,0,パナシェ,true
854,285,1,Panache,true
855,285,2,鹭,true
856,286,0,ブラックベルベット,true
857,286,1,Black velvet,true
858,286,2,黑色天鹅绒,true
859,287,0,アイリッシュコーヒー,true
860,287,1,Irish coffee,true
861,287,2,爱尔兰咖啡,true
862,288,0,アルカポネ,true
863,288,1,Alpone,true
864,288,2,铝卡波恩,true
865,289,0,ウイスキークラッシュ,true
866,289,1,Whiskey crush,true
867,289,2,威士忌美眉,true
868,290,0,ウイスキーソーダ,true
869,290,1,Whiskey soda,true
870,290,2,威士忌苏打水,true
871,291,0,ウイスキーフロート,true
872,291,1,Whiskey float,true
873,291,2,威士忌漂浮,true
874,292,0,オールドファッションド,true
875,292,1,Old fashioned,true
876,292,2,老式的,true
877,293,0,コットンフラワー,true
878,293,1,Cotton Flower,true
879,293,2,棉花,true
880,294,0,ゴッドファーザー,true
881,294,1,Godfather,true
882,294,2,教父,true
883,295,0,セントアンドリューズ,true
884,295,1,Saint Andrews,true
885,295,2,圣安德鲁斯,true
886,296,0,チョコレートハイボール,true
887,296,1,Chocolate highball,true
888,296,2,巧克力高球,true
889,297,0,チョコレートファッションド,true
890,297,1,Chocolate fashion,true
891,297,2,巧克力时尚,true
892,298,0,チョコレートマンハッタン,true
893,298,1,Chocolate Manhattan,true
894,298,2,巧克力Manhattan,true
895,299,0,ドライマンハッタン,true
896,299,1,Dry Manhattan,true
897,299,2,干曼哈顿,true
898,300,0,ニューヨーク,true
899,300,1,New York,true
900,300,2,纽约,true
901,301,0,ハンター,true
902,301,1,Hunter,true
903,301,2,猎人,true
904,302,0,バーボネラ,true
905,302,1,Bourbonera,true
906,302,2,Babonera,true
907,303,0,マミーテイラー,true
908,303,1,Mommy Taylor,true
909,303,2,妈咪泰勒,true
910,304,0,マンハッタン,true
911,304,1,Manhattan,true
912,304,2,曼哈顿,true
913,305,0,ラスティーネール,true
914,305,1,Rusty Neale,true
915,305,2,生锈的尼尔,true
916,306,0,ロブロイ,true
917,306,1,Robloy,true
918,306,2,罗伯罗伊,true
919,307,0,エッグノッグ,true
920,307,1,eggnog,true
921,307,2,蛋酒,true
922,308,0,カウボーイ,true
923,308,1,cowboy,true
924,308,2,牛仔,true
925,309,0,ケンタッキーコーヒー,true
926,309,1,Kentucky coffee,true
927,309,2,肯塔基咖啡,true
928,310,0,玉響（たまゆら）,true
929,310,1,Tamayura (Tamayura),true
930,310,2,玉村（玉村）,true
931,311,0,バーボンサワー,true
932,311,1,Bourbon sour,true
933,311,2,波旁威士忌,true
934,312,0,バーボンバック,true
935,312,1,Bourbon back,true
936,312,2,波旁回来了,true
937,313,0,ミントジュレップ,true
938,313,1,Mint Julep,true
939,313,2,薄荷朱利普,true
940,314,0,メーカーズマークハイボール,true
941,314,1,Maker's Mark Highball,true
942,314,2,Maker的Mark Highball,true
943,315,0,レッドカトレア,true
944,315,1,Red Cattleya,true
945,315,2,红色卡特兰,true
946,316,0,ザ・プレミアム・モルツ　香るエール,true
947,316,1,The Premium Malts Aroma Ale,true
948,316,2,优质麦芽芳香啤酒,true
949,317,0,ザ・モルツ,true
950,317,1,The Mortz,true
951,317,2,莫茨,true
952,318,0,サントリー　オールフリー,true
953,318,1,Suntory All Free,true
954,318,2,三得利全免费,true
955,319,0,八海山,true
956,319,1,Hachihamaama,true
957,319,2,Hakkaisan,true
958,320,0,獺祭,true
959,320,1,A festival,true
960,320,2,一个节日,true
961,321,0,ビームハイ,true
962,321,1,Beam High,true
963,321,2,梁高,true
964,322,0,ビームハイジンジャー,true
965,322,1,Beam high ginger,true
966,322,2,梁高姜,true
967,323,0,ビームハイコーク,true
968,323,1,Beam high coke,true
969,323,2,梁高焦,true
970,324,0,鏡月,true
971,324,1,Mitsuki,true
972,324,2,Kagamitsuki,true
973,325,0,霧島,true
974,325,1,Kirishima,true
975,325,2,雾岛,true
976,326,0,佐藤　麦,true
977,326,1,Sato wheat,true
978,326,2,佐藤小麦,true
979,327,0,白ワイン,true
980,327,1,White wine,true
981,327,2,白葡萄酒,true
982,328,0,赤ワイン,true
983,328,1,Red wine,true
984,328,2,红酒,true
985,329,0,サングリア,true
986,329,1,sangria,true
987,329,2,桑格利亚,true
988,330,0,紀州産南高梅梅酒,true
989,330,1,Nishi Kōme plum wine from Kishu,true
990,330,2,Kishu的NishiKōme梅酒,true
991,331,0,徳島産ゆず酒,true
992,331,1,Yuzu from Tokushima,true
993,331,2,来自德岛的柚子,true
994,332,0,レモンサワー,true
995,332,1,Lemon sour,true
996,332,2,柠檬酸,true
997,333,0,グレープフルーツサワー,true
998,333,1,Grapefruit sour,true
999,333,2,葡萄柚酸,true
1000,334,0,ゆずサワー,true
1001,334,1,Yuzu Sour,true
1002,334,2,柚子酸,true
1003,335,0,ウーロン茶,true
1004,335,1,Oolong Tea,true
1005,335,2,乌龙茶,true
1006,336,0,オレンジジュース,true
1007,336,1,Orange juice,true
1008,336,2,橙汁,true
1009,337,0,ジンジャーエール,true
1010,337,1,Ginger ale,true
1011,337,2,姜汁啤酒,true
1012,338,0,コーラ,true
1013,338,1,Cola,true
1014,338,2,可口可乐,true
1015,339,0,カルピス,true
1016,339,1,Calpis,true
1017,339,2,可尔必思,true
