"drink_id","language","priority","drink_name","alcoholic","cocktail_or_not","category","base","place","company","cocktailType","glass","taste","color","alcohol_percentage","method_category","method_detail","image","ingredient1","ingredient2","ingredient3","ingredient4","ingredient5","ingredient6","ingredient7","ingredient8","ingredient9","ingredient10","measure1","measure2","measure3","measure4","measure5","measure6","measure7","measure8","measure9","measure10","source","reference_url","date_modified"
"162","en","True","Troika","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_troika.gif","Pinnacle Wodosca","White Curacao (Triple Sek)","Fresh lemon juice","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/troika/index.html","2018-10-11 15:06:00"
"172","en","True","Balalaika","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_balalaika.gif","Pinnacle Wodosca","White Curacao (Triple Sek)","Fresh lemon juice","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/balalaika/index.html","2018-10-11 15:06:00"
"182","en","True","Big Apple","Alcohol","True","Cocktail","vodka","","","long","tumbler","Sweet mouth","Orange","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_big_apple.gif","Pinnacle Wodosca","Apple juice","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/big_apple/index.html","2018-10-11 15:06:00"
"192","en","True","Black Lucien","Alcohol","True","Cocktail","vodka","","","long","Rock glass","Sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into the rock glass with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_black_russian.gif","Pinnacle Wodosca","Kalua coffee liqueur","","","","","","","","","40 ml","20 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/black_russian/index.html","2018-10-11 15:06:00"
"202","en","True","Bloody bull","Alcohol","True","Cocktail","vodka","","","long","tumbler","Medium sweet mouth","Red","usually","Build","Pour ice into the glass, pour the ingredients and stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_bloody_bull.gif","Pinnacle Wodosca","tomato juice","Beef broth","Fresh lemon juice","","","","","","","30 ml","60 ml","60 ml","15 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bloody_bull/index.html","2018-10-11 15:06:00"
"212","en","True","Bloody Mary","Alcohol","True","Cocktail","vodka","","","long","tumbler","Medium sweet mouth","Red","usually","Build","Pour into the tumbler with ice and gently stir. Decorate lemon.","https://www.suntory.co.jp/wnb/img/cocktail/p_bloody_mary.gif","Pinnacle Wodosca","tomato juice","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bloody_mary/index.html","2018-10-11 15:06:00"
"222","en","True","Blue Lagoon","Alcohol","True","Cocktail","vodka","","","long","Flute type champagne glass","Medium sweet mouth","Blue","usually","shake","Shake and pour into a flavored champagne glass with ice. Decorate orange, lemon, red cherry and accompany straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_blue_lagoon.gif","Pinnacle Wodosca","The Blue (Blue Curaçõ)","Fresh lemon juice","","","","","","","","30 ml","10 ml","20 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/blue_lagoon/index.html","2018-10-11 15:06:00"
"232","en","True","Bull Shot","Alcohol","True","Cocktail","vodka","","","long","Rock glass","spicy","Brown (amber)","usually","shake","Shake and pour into the rock glass with ice.","https://www.suntory.co.jp/wnb/img/cocktail/p_bull_shot.gif","Pinnacle Wodosca","Beef broth","","","","","","","","","30 ml","60 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/bull_shot/index.html","2018-10-11 15:06:00"
"242","en","True","White Lucian","Alcohol","True","Cocktail","vodka","","","long","Rock glass","Sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour vodka and kalua into a rock and glass with ice and stir gently. Float cream.","https://www.suntory.co.jp/wnb/img/cocktail/p_white_russian.gif","Pinnacle Wodosca","Kalua coffee liqueur","Fresh cream","","","","","","","","40 ml","20 ml","20 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/white_russian/index.html","2018-10-11 15:06:00"
"252","en","True","Midoritomini","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","Green","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_midori_martini.gif","Midori","Pinnacle Wodosca","Dry vermouth","","","","","","","","15 ml","30 ml","1 dash","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/midori_martini/index.html","2018-10-11 15:06:00"
"262","en","True","Melon ball","Alcohol","True","Cocktail","vodka","","","long","tumbler","Sweet mouth","Green","usually","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_melon_ball.gif","Pinnacle Wodosca","Midori","Orange juice","","","","","","","","20 ml","40 ml","80 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/melon_ball/index.html","2018-10-11 15:06:00"
"272","en","True","Mozart chocolate martini","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Steer","Steer and pour into a cocktail glass. Decorate cherries. You may put ice.","https://www.suntory.co.jp/wnb/img/cocktail/p_mozart_chocolate_martini.gif","Mozart Black","Pinnacle Wodosca","","","","","","","","","30 ml","30 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mozart_chocolate_martini/index.html","2018-10-11 15:06:00"
"282","en","True","Snow country","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Sweet mouth","Green","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass that was made into a snow style with sugar. Decorate green cherries.","https://www.suntory.co.jp/wnb/img/cocktail/p_yukiguni.gif","Suntory Wotka","White Curacao (Triple Sek)","Suntory Cocktail Lime","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yukiguni/index.html","2018-10-11 15:06:00"
"292","en","True","Yoshino","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","Transparent","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass. Submerge salted cherry blossom salted in the bottom of the glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_yoshino.gif","Pinnacle Wodosca","Kirschwasser","Green tea liqueur","","","","","","","","60 ml","1 tsp","1 tsp","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/yoshino/index.html","2018-10-11 15:06:00"
"302","en","True","Lucian","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_russian.gif","Pinnacle Wodosca","Bee Fighter Jin","Cacao Liqueur","","","","","","","","1/3","1/3","1/3","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/russian/index.html","2018-10-11 15:06:00"
"312","en","True","Rouge apple Tini","Alcohol","True","Cocktail","vodka","","","short","Cocktail glass","Medium sweet mouth","Green","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_lejay_apple_tini.gif","Ruge Green Apple","Pinnacle Wodosca","","","","","","","","","1/3","2/3","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/lejay_apple_tini/index.html","2018-10-11 15:06:00"
"322","en","True","Red Bird","Alcohol","True","Cocktail","vodka","","","long","tumbler","Medium sweet mouth","Red","Weak (less than 8 degrees)","Build","Pour into the tumbler with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_red_bird.gif","Pinnacle Wodosca","tomato juice","beer","","","","","","","","30 ml","60 ml","60 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/red_bird/index.html","2018-10-11 15:06:00"
"332","en","True","Long Island · Ice Tea","Alcohol","True","Cocktail","vodka","","","long","Collins grass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif","Bee Fighter Jin","Pinnacle Wodosca","Bulgar Extra Dry","Tequila Thousand Silver","White Curacao (Triple Sek)","Fresh lemon juice","Cola","","","","15 ml","15 ml","15 ml","15 ml","15 ml","30 ml","40 ml","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html","2018-10-11 15:06:00"
"13","en","True","Margarita","Alcohol","True","Cocktail","tequila","","","short","Cocktail glass","Medium sweet mouth","White","Strong (more than 25 degrees)","shake","Shake and pour into a snow-cocktail glasses with salt.","https://www.suntory.co.jp/wnb/img/cocktail/p_margarita.gif","Tequila Sauza Blue","White Curacao (Triple Sek)","Fresh lime juice","","","","","","","","1/2 amount","1/4 amount","1/4 amount","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/margarita/index.html","2018-10-11 15:06:00"
"23","en","True","El Diablo","Alcohol","True","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","Red","usually","Build","Pour into the tumbler with ice and gently stir. Add lemon.","https://www.suntory.co.jp/wnb/img/cocktail/p_el_dablo.gif","Tequila Sauza Blue","Ruge Cream de Cassis","Fresh lemon juice","Ginger ale","","","","","","","45 ml","15 ml","10 ml","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/el_dablo/index.html","2018-10-11 15:06:00"
"33","en","True","Cassis shot","Alcohol","True","Cocktail","tequila","","","short","Shot glass","Medium sweet mouth","Red","usually","Build","Put the ingredients (may be Sauza Blue) in a glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_cassis_shot.gif","Tequila Sauza Gold","Ruge Cream de Cassis","soda","","","","","","","","25 ml","10 ml","15 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cassis_shot/index.html","2018-10-11 15:06:00"
"43","en","True","Southern shotgun","Alcohol","True","Cocktail","tequila","","","short","Shot glass","spicy","yellow","usually","Build","Put the ingredients (may be Sauza Blue) in a glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_shot_gun.gif","Tequila Sauza Gold","soda","","","","","","","","","25 ml","25 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_shot_gun/index.html","2018-10-11 15:06:00"
"53","en","True","Dr. Jekyll","Alcohol","True","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","Red","usually","Build","Pour Hornitos and cranberry juice into a glass with ice and finally add Grenadine syrup and soda","https://www.suntory.co.jp/wnb/img/cocktail/p_dr_jekyll.gif","Tequila Sauza Hornitos","Cranberry juice","Grenadin syrup","soda","","","","","","","40 ml","60 ml","A small amount","A small amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/dr_jekyll/index.html","2018-10-11 15:06:00"
"63","en","True","Chocolate Margarita","Alcohol","True","Cocktail","tequila","","","short","Cocktail glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","shake","Shake and pour into snow-style glasses with sugar and cocoa powder.","https://www.suntory.co.jp/wnb/img/cocktail/p_chocolate_margarita.gif","Tequila Thousand Silver","Mozart Black","Orange Curacao","Fresh lemon juice","","","","","","","30 ml","15 ml","15 ml","10 ml","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/chocolate_margarita/index.html","2018-10-11 15:06:00"
"73","en","True","Tequila Sunrise","Alcohol","True","Cocktail","tequila","","","long","Flute type champagne glass","Medium sweet mouth","Orange","usually","Build","Pour tequila and orange juice into the glass with ice and gently stir. Pour gentlynden syrup silently and sink to the bottom of the glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_tequila_sunrise.gif","Tequila Sauza Blue","Orange juice","Grenadin syrup","","","","","","","","1/3","2/3","2tsp","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tequila_sunrise/index.html","2018-10-11 15:06:00"
"83","en","True","TECONIC","Alcohol","True","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","Transparent","usually","Build","Pour into the tumbler with ice and gently stir. Decorate lime.","https://www.suntory.co.jp/wnb/img/cocktail/p_tequonic.gif","Tequila Thousand Silver","Tonic Water","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tequonic/index.html","2018-10-11 15:06:00"
"93","en","True","Tres Cosmopolitan","Alcohol","True","Cocktail","tequila","","","short","Cocktail glass","Medium sweet mouth","Red","Strong (more than 25 degrees)","shake","Shake all ingredients and pour into cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_tres_cosmopolitan.gif","Tequila Thousand Generation Plata","Orange Curacao","Cranberry juice","Fresh lime juice","","","","","","","30 ml","15 nl","a little","a little","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tres_cosmopolitan/index.html","2018-10-11 15:06:00"
"103","en","True","Tres Martini","Alcohol","True","Cocktail","tequila","","","short","Cocktail glass","Medium sweet mouth","Transparent","Strong (more than 25 degrees)","shake","Shake all ingredients and pour into cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_tres_martini.gif","Tequila Thousand Generation Plata","Suite Vermouth","olive","","","","","","","","Reasonable amount","1 dash","1 piece","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/tres_martini/index.html","2018-10-11 15:06:00"
"113","en","True","Paloma","Alcohol","True","Cocktail","tequila","","","long","Collins grass","Medium sweet mouth","White","usually","Build","Pour all the ingredients into a glass filled with ice and stir gently.","https://www.suntory.co.jp/wnb/img/cocktail/p_paloma.gif","Tequila Sauza Blue","Grapefruit juice","Tonic Water","","","","","","","","40 ml","20 ml","30 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/paloma/index.html","2018-10-11 15:06:00"
"123","en","True","Pinha Colada","Alcohol","True","Cocktail","tequila","","","long","Rock glass","Medium sweet mouth","White","Weak (less than 8 degrees)","shake","Shake thoroughly and pour into a large glass filled with crushed ice cream. Decorate pineapple and red cherry and add a straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_pina_colada.gif","Bulgar Extra Dry","Pineapple juice","Coconut milk","","","","","","","","30 ml","80 ml","45 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/pina_colada/index.html","2018-10-11 15:06:00"
"133","en","True","Frozen · Blue Margarita","Alcohol","True","Cocktail","tequila","","","long","Saucer type champagne glass","Medium sweet mouth","Blue","Weak (less than 8 degrees)","blend","Transfer to a large champagne glass that you put in a mixer and made into a snow style with salt. Decorate lemon and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_frozen_blue_margarita.gif","Tequila Sauza Blue","The Blue (Blue Curaçõ)","Fresh lemon juice","sugar","Krasdu Ice","","","","","","30 ml","15 ml","15 ml","1 tsp","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/frozen_blue_margarita/index.html","2018-10-11 15:06:00"
"143","en","True","Frozen · Strawberry · Margarita","Alcohol","True","Cocktail","tequila","","","long","Saucer type champagne glass","Medium sweet mouth","Red","usually","blend","Transfer to a large champagne glass that you put in a mixer and made into a snow style with salt. Decorate strawberries and accompany the straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_frozen_strawberry_margarita.gif","Tequila Sauza Blue","Ruge Cream de Strawberry","Fresh lemon juice","Krasdu Ice","","","","","","","30 ml","15 ml","15 ml","1 cup","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/frozen_strawberry_margarita/index.html","2018-10-11 15:06:00"
"153","en","True","Frozen · Midori · Margarita","Alcohol","True","Cocktail","tequila","","","long","Saucer type champagne glass","Medium sweet mouth","Green","Weak (less than 8 degrees)","blend","Transfer to a large champagne glass that you put in a mixer and made into a snow style with salt. Decorate lime and add straw.","https://www.suntory.co.jp/wnb/img/cocktail/p_frozen_midori_margarita.gif","Tequila Sauza Blue","Midori","Fresh lemon juice","sugar","Krasdu Ice","","","","","","30 ml","15 ml","10 ml","1 tsp","1 cup","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/frozen_midori_margarita/index.html","2018-10-11 15:06:00"
"163","en","True","Brave Bull","Alcohol","True","Cocktail","tequila","","","long","Rock glass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into the rock glass with ice and gently stir.","https://www.suntory.co.jp/wnb/img/cocktail/p_brave_bull.gif","Tequila Thousand Silver","Kalua coffee liqueur","","","","","","","","","40 ml","20 ml","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/brave_bull/index.html","2018-10-11 15:06:00"
"173","en","True","Matador","Alcohol","True","Cocktail","tequila","","","long","Rock glass","Medium sweet mouth","yellow","usually","Build","Pour into ice glass and stir lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_matador.gif","Tequila Sauza Blue","Pineapple juice","Fresh lime juice","","","","","","","","30 ml","45 ml","15 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/matador/index.html","2018-10-11 15:06:00"
"183","en","True","Midori shot","Alcohol","True","Cocktail","tequila","","","short","Shot glass","Medium sweet mouth","Green","usually","Build","Put the ingredients in a glass and mix lightly.","https://www.suntory.co.jp/wnb/img/cocktail/p_midori_shot.gif","Tequila Sauza Gold","Midori","soda","","","","","","","","25 ml","10 ml","15 ml","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/midori_shot/index.html","2018-10-11 15:06:00"
"193","en","True","Mockingbird","Alcohol","True","Cocktail","tequila","","","short","Cocktail glass","Medium sweet mouth","Green","usually","shake","Shake and pour into a cocktail glass.","https://www.suntory.co.jp/wnb/img/cocktail/p_mockingbird.gif","Tequila Sauza Blue","Mint liqueur (green)","Fresh lime juice","","","","","","","","1/2","1/4","1/4","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/mockingbird/index.html","2018-10-11 15:06:00"
"203","en","True","Long Island · Ice Tea","Alcohol","True","Cocktail","tequila","","","long","Collins grass","Medium sweet mouth","Brown (amber)","Strong (more than 25 degrees)","Build","Pour into a Collins glass filled with crushed ice and mix gently. Decorate lemon and red cherry.","https://www.suntory.co.jp/wnb/img/cocktail/p_long_island_iced_tea.gif","Bee Fighter Jin","Pinnacle Wodosca","Bulgar Extra Dry","Tequila Thousand Silver","White Curacao (Triple Sek)","Fresh lemon juice","Cola","","","","15 ml","15 ml","15 ml","15 ml","15 ml","30 ml","40 ml","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/long_island_iced_tea/index.html","2018-10-11 15:06:00"
"213","en","True","Cactus Flower","Alcohol","True","Cocktail","tequila","","","long","wine glass","Medium sweet mouth","Orange","usually","shake","Shake outside Orangina and pour into ice glass. Fill it with Orangina and lightly steer. Pineapple leaves, grapefruit peel, paprika, black olives are decorated and straws are added.","https://www.suntory.co.jp/wnb/img/cocktail/p_cactus_flower.gif","Tequila Sauza Blue","Ruge Cream de Strawberry","Malibu (coconut liqueur)","Fresh lime juice","Orangina","","","","","","30 ml","10 ml","10 ml","10 ml","Reasonable amount","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/cactus_flower/index.html","2018-10-11 15:06:00"
"223","en","True","Sauza Farm Sour Orange","Alcohol","True","Cocktail","tequila","","","long","tumbler","Sweet mouth","Orange","Weak (less than 8 degrees)","Build","Put three 1/8 cut oranges. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_org.gif","Tequila Sauza Blue","gum syrup","soda","Orange","","","","","","","30 ml","10 ml","150 ml","3/8 pieces","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_org/index.html","2018-10-11 15:06:00"
"233","en","True","Sauza Farm Sour Cucumber &amp; Lemon","Alcohol","True","Cocktail","tequila","","","long","tumbler","Sweet mouth","Green","Weak (less than 8 degrees)","Build","Cut the cucumber into slices (10 pieces) and squeeze lemon. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_q_lemmon.gif","Tequila Sauza Blue","gum syrup","soda","Cucumber","Lemon","","","","","","30 ml","10 ml","150 ml","15 g","1/4 pieces","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_q_lemmon/index.html","2018-10-11 15:06:00"
"243","en","True","Sauza Farm Sour Grapefruit","Alcohol","True","Cocktail","tequila","","","long","tumbler","Sweet mouth","yellow","Weak (less than 8 degrees)","Build","Squeeze 3 pieces of 1/8 cut grapefruit. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_grap.gif","Tequila Sauza Blue","gum syrup","soda","grapefruit","","","","","","","30 ml","10 ml","120 ml","3/8 pieces","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_grap/index.html","2018-10-11 15:06:00"
"253","en","True","Sauza Farm Sour Tomato","Alcohol","True","Cocktail","tequila","","","long","tumbler","Sweet mouth","Red","Weak (less than 8 degrees)","Build","Petit tomatoes are cut in half and squeezed. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_tomato.gif","Tequila Sauza Blue","gum syrup","soda","Petit tomatoes","","","","","","","30 ml","10 ml","150 ml","Three","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_tomato/index.html","2018-10-11 15:06:00"
"263","en","True","Sauza Farm Sour Pakuti Lime","Alcohol","True","Cocktail","tequila","","","long","tumbler","Sweet mouth","Green","Weak (less than 8 degrees)","Build","Squeeze two 1/8-cut lime and put in a parchi. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_pakuti.gif","Tequila Sauza Blue","gum syrup","soda","Coriander","lime","","","","","","30 ml","10 ml","150 ml","3 g","1/4 pieces","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_pakuti/index.html","2018-10-11 15:06:00"
"273","en","True","Thousand Farm Sour Lime","Alcohol","True","Cocktail","tequila","","","long","tumbler","Sweet mouth","Green","Weak (less than 8 degrees)","Build","3 squeeze 1/8 cut lime. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_lime.gif","Tequila Sauza Blue","gum syrup","soda","lime","","","","","","","30 ml","10 ml","150 ml","3/8 pieces","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_lime/index.html","2018-10-11 15:06:00"
"283","en","True","Sauza Farm Sour lemon","Alcohol","True","Cocktail","tequila","","","long","tumbler","Sweet mouth","yellow","Weak (less than 8 degrees)","Build","Put three 1/8 cut lemons. Weigh Sousa Blue and syrup. Put the ice in to the edge and pour the soda, mix lightly with Maddler.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_farm_sour_lemmon.gif","Tequila Sauza Blue","gum syrup","soda","Lemon","","","","","","","30 ml","10 ml","150 ml","3/8 pieces","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_farm_sour_lemmon/index.html","2018-10-11 15:06:00"
"293","en","True","Sauza Blue Gimlet Soda","Alcohol","True","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","White","usually","Build","Shake materials other than soda water and pour into umbrella tumbler. Filled with cold soda water.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_blue_gimlet_soda.gif","Tequila Sauza Blue","White Curacao (Triple Sek)","gum syrup","soda","","","","","","","3/4 amount","1/4 amount","1.5 tsp","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_blue_gimlet_soda/index.html","2018-10-11 15:06:00"
"303","en","True","Sauza Blue Margarita Soda","Alcohol","True","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","White","usually","Build","Shake materials other than soda water. Snow style with salt and pour into a tumbler with ice. Filled with cold soda water.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_blue_margarita_soda.gif","Tequila Sauza Blue","White Curacao (Triple Sek)","Fresh lime juice","soda","","","","","","","2/4 amount","1/4 amount","1/4 amount","Reasonable amount","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_blue_margarita_soda/index.html","2018-10-11 15:06:00"
"313","en","True","Sauza Blue Tonic","Alcohol","True","Cocktail","tequila","","","long","tumbler","Medium sweet mouth","Transparent","usually","Build","Pour Sauza Blue into a tumbler with ice and fill with cold tonic water. Put the cut lime in as you like, and add lime slices etc.","https://www.suntory.co.jp/wnb/img/cocktail/p_sauza_blue_tonic.gif","Tequila Sauza Blue","Tonic Water","","","","","","","","","45 ml","Reasonable amount","","","","","","","","","SUNTORY cocktail recipe search","https://cocktailrecipe.suntory.co.jp/wnb/cocktail/recipe/sauza_blue_tonic/index.html","2018-10-11 15:06:00"
